# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-03-19 14:43:02 EDT       (nadww02)
#
# US Geological Survey groundwater levels
#
# Data for the following 1 site(s) are contained in this file
#    USGS 422819071065701 MA-XOW   14 WINCHESTER, MA 
# -----------------------------------------------------------------------------------
#
# The fields in this file include:
# ---------------------------------
# agency_cd     Agency code
# site_no       USGS site number
# site_tp_cd    Site type code
# lev_dt        Date level measured
# lev_tm        Time level measured
# lev_tz_cd     Time datum
# lev_va        Water-level value in feet below land surface
# sl_lev_va     Water-level value in feet above specific vertical datum
# sl_datum_cd   Referenced vertical datum
# lev_status_cd Status
# lev_agency_cd Measuring agency
# lev_dt_acy_cd Water-level date-time accuracy
# lev_acy_cd    Water-level accuracy
# lev_src_cd    Source of measurement
# lev_meth_cd   Method of measurement
# lev_age_cd    Water-level approval status
#
# Referenced agency codes (lev_agency_cd) included in this output:
#
#     ""         Not determined
#     MA035      Massachusetts Department of Environmental Protection
#     USGS       U.S. Geological Survey
#
# Referenced site type codes (site_tp_cd) included in this output:
#
#     GW         Well
#
# Referenced water-level site status codes (lev_status_cd) included in this output:
#
#     ""         The reported water-level measurement represents a static level
#
# Referenced water-level date-time accuracy codes (lev_dt_acy_cd) included in this output:
#
#     D          Date is accurate to the Day
#     m          Date is accurate to the Minute
#
# Referenced water-level accuracy codes (lev_acy_cd) included in this output:
#
#     0          Water level accuracy to nearest foot
#     1          Water level accuracy to nearest tenth of a foot
#     2          Water level accuracy to nearest hundredth of a foot
#
# Referenced source of measurement codes (lev_src_cd) included in this output:
#
#     A          Reported by another government agency (do not use "A" if reported by owner, use "O").
#     R          Reported by person other than the owner, driller, or another government agency.
#     S          Measured by personnel of reporting agency.
#     U          Source is unknown.
#
# Referenced method of measurement codes (lev_meth_cd) included in this output:
#
#     S          Steel-tape measurement.
#     T          Electric-tape measurement.
#     U          Unknown
#     V          Calibrated electric-tape measurement.
#
# Referenced water-level approval-status codes (lev_age_cd) included in this output:
#
#     A          Approved for publication -- Processing and review completed.
#     P          Provisional data subject to revision.
#
agency_cd	site_no	site_tp_cd	lev_dt	lev_tm	lev_tz_cd	lev_va	sl_lev_va	sl_datum_cd	lev_status_cd	lev_agency_cd	lev_dt_acy_cd	lev_acy_cd	lev_src_cd	lev_meth_cd	lev_age_cd
USGS	422819071065701	GW	1943-09-28			13.88					D	2	U	S	A
USGS	422819071065701	GW	1943-10-29			14.02					D	2	U	S	A
USGS	422819071065701	GW	1943-11-26			10.64					D	2	U	S	A
USGS	422819071065701	GW	1943-12-28			9.9					D	1	U	S	A
USGS	422819071065701	GW	1944-01-28			11.42					D	2	U	S	A
USGS	422819071065701	GW	1944-02-25			11.16					D	2	U	S	A
USGS	422819071065701	GW	1944-03-31			8.84					D	2	U	S	A
USGS	422819071065701	GW	1944-04-28			6.9					D	1	U	S	A
USGS	422819071065701	GW	1944-05-31			11					D	0	U	S	A
USGS	422819071065701	GW	1944-06-30			10.38					D	2	U	S	A
USGS	422819071065701	GW	1944-07-31			12.24					D	2	U	S	A
USGS	422819071065701	GW	1944-08-31			13.33					D	2	U	S	A
USGS	422819071065701	GW	1944-09-29			12.16					D	2	U	S	A
USGS	422819071065701	GW	1944-10-31			11.85					D	2	U	S	A
USGS	422819071065701	GW	1944-11-30			8.12					D	2	U	S	A
USGS	422819071065701	GW	1944-12-30			9.7					D	1	U	S	A
USGS	422819071065701	GW	1945-01-27			10.71					D	2	U	S	A
USGS	422819071065701	GW	1945-03-01			7.92					D	2	U	S	A
USGS	422819071065701	GW	1945-03-30			8.52					D	2	U	S	A
USGS	422819071065701	GW	1945-05-01			10.16					D	2	U	S	A
USGS	422819071065701	GW	1945-05-28			9.33					D	2	U	S	A
USGS	422819071065701	GW	1945-06-28			8.62					D	2	U	S	A
USGS	422819071065701	GW	1945-07-31			11.62					D	2	U	S	A
USGS	422819071065701	GW	1945-08-30			11.3					D	1	U	S	A
USGS	422819071065701	GW	1945-09-28			12.65					D	2	U	S	A
USGS	422819071065701	GW	1945-10-30			13.29					D	2	U	S	A
USGS	422819071065701	GW	1945-11-28			9.07					D	2	U	S	A
USGS	422819071065701	GW	1945-12-28			8.36					D	2	U	S	A
USGS	422819071065701	GW	1946-01-30			9.66					D	2	U	S	A
USGS	422819071065701	GW	1946-02-27			10.47					D	2	U	S	A
USGS	422819071065701	GW	1946-03-28			9.75					D	2	U	S	A
USGS	422819071065701	GW	1946-04-30			10.62					D	2	U	S	A
USGS	422819071065701	GW	1946-05-29			8.95					D	2	U	S	A
USGS	422819071065701	GW	1946-06-28			10.74					D	2	U	S	A
USGS	422819071065701	GW	1946-07-30			12.47					D	2	U	S	A
USGS	422819071065701	GW	1946-08-31			8.03					D	2	U	S	A
USGS	422819071065701	GW	1946-09-28			11.16					D	2	U	S	A
USGS	422819071065701	GW	1946-10-31			12.39					D	2	U	S	A
USGS	422819071065701	GW	1946-11-30			12.57					D	2	U	S	A
USGS	422819071065701	GW	1946-12-27			10.69					D	2	U	S	A
USGS	422819071065701	GW	1947-01-29			8.74					D	2	U	S	A
USGS	422819071065701	GW	1947-02-28			10.83					D	2	U	S	A
USGS	422819071065701	GW	1947-03-31			10.14					D	2	U	S	A
USGS	422819071065701	GW	1947-04-30			9.12					D	2	U	S	A
USGS	422819071065701	GW	1947-05-29			10.06					D	2	U	S	A
USGS	422819071065701	GW	1947-06-28			11.64					D	2	U	S	A
USGS	422819071065701	GW	1947-07-31			12.07					D	2	U	S	A
USGS	422819071065701	GW	1947-08-29			12.12					D	2	U	S	A
USGS	422819071065701	GW	1947-09-30			12.62					D	2	U	S	A
USGS	422819071065701	GW	1947-10-30			13.43					D	2	U	S	A
USGS	422819071065701	GW	1947-11-29			9.05					D	2	U	S	A
USGS	422819071065701	GW	1947-12-30			10.13					D	2	U	S	A
USGS	422819071065701	GW	1948-01-30			9.86					D	2	U	S	A
USGS	422819071065701	GW	1948-02-28			6.38					D	2	U	S	A
USGS	422819071065701	GW	1948-04-03			8.5					D	1	U	S	A
USGS	422819071065701	GW	1948-05-01			9.9					D	1	U	S	A
USGS	422819071065701	GW	1948-06-01			9.55					D	2	U	S	A
USGS	422819071065701	GW	1948-06-28			9.52					D	2	U	S	A
USGS	422819071065701	GW	1948-07-29			10.85					D	2	U	S	A
USGS	422819071065701	GW	1948-08-30			12.5					D	1	U	S	A
USGS	422819071065701	GW	1948-10-01			13.19					D	2	U	S	A
USGS	422819071065701	GW	1948-10-30			13.78					D	2	U	S	A
USGS	422819071065701	GW	1948-11-27			10.72					D	2	U	S	A
USGS	422819071065701	GW	1948-12-30			10.34					D	2	U	S	A
USGS	422819071065701	GW	1949-01-31			9.43					D	2	U	S	A
USGS	422819071065701	GW	1949-02-25			6.86					D	2	U	S	A
USGS	422819071065701	GW	1949-03-30			9.16					D	2	U	S	A
USGS	422819071065701	GW	1949-04-30			9.05					D	2	U	S	A
USGS	422819071065701	GW	1949-05-29			10.77					D	2	U	S	A
USGS	422819071065701	GW	1949-06-29			11.82					D	2	U	S	A
USGS	422819071065701	GW	1949-08-01			13					D	0	U	S	A
USGS	422819071065701	GW	1949-08-30			13.71					D	2	U	S	A
USGS	422819071065701	GW	1949-10-01			13.49					D	2	U	S	A
USGS	422819071065701	GW	1949-10-29			13.35					D	2	U	S	A
USGS	422819071065701	GW	1949-12-02			12.12					D	2	U	S	A
USGS	422819071065701	GW	1949-12-30			10.38					D	2	U	S	A
USGS	422819071065701	GW	1950-01-30			8.2					D	1	U	S	A
USGS	422819071065701	GW	1950-02-25			8.5					D	1	U	S	A
USGS	422819071065701	GW	1950-03-31			7.29					D	2	U	S	A
USGS	422819071065701	GW	1950-04-29			10.02					D	2	U	S	A
USGS	422819071065701	GW	1950-05-29			11.08					D	2	U	S	A
USGS	422819071065701	GW	1950-07-01			12.13					D	2	U	S	A
USGS	422819071065701	GW	1950-07-29			13.22					D	2	U	S	A
USGS	422819071065701	GW	1950-09-02			13.74					D	2	U	S	A
USGS	422819071065701	GW	1950-09-30			13.92					D	2	U	S	A
USGS	422819071065701	GW	1950-10-29			13.75					D	2	U	S	A
USGS	422819071065701	GW	1950-12-02			9.42					D	2	U	S	A
USGS	422819071065701	GW	1950-12-29			9.44					D	2	U	S	A
USGS	422819071065701	GW	1951-01-30			8.36					D	2	U	S	A
USGS	422819071065701	GW	1951-02-27			7.84					D	2	U	S	A
USGS	422819071065701	GW	1951-03-30			7.51					D	2	U	S	A
USGS	422819071065701	GW	1951-04-28			9.46					D	2	U	S	A
USGS	422819071065701	GW	1951-05-31			9.07					D	2	U	S	A
USGS	422819071065701	GW	1951-06-30			9.82					D	2	U	S	A
USGS	422819071065701	GW	1951-07-28			11.66					D	2	U	S	A
USGS	422819071065701	GW	1951-09-01			11.9					D	1	U	S	A
USGS	422819071065701	GW	1951-09-29			12.82					D	2	U	S	A
USGS	422819071065701	GW	1951-10-27			11.64					D	2	U	S	A
USGS	422819071065701	GW	1951-12-01			8.54					D	2	U	S	A
USGS	422819071065701	GW	1951-12-31			8.29					D	2	U	S	A
USGS	422819071065701	GW	1952-02-02			7.5					D	1	U	S	A
USGS	422819071065701	GW	1952-03-01			9.74					D	2	U	S	A
USGS	422819071065701	GW	1952-03-29			7.66					D	2	U	S	A
USGS	422819071065701	GW	1952-05-03			7.9					D	1	U	S	A
USGS	422819071065701	GW	1952-05-31			8.86					D	2	U	S	A
USGS	422819071065701	GW	1952-06-29			11.48					D	2	U	S	A
USGS	422819071065701	GW	1952-08-02			13.02					D	2	U	S	A
USGS	422819071065701	GW	1952-08-31			13.16					D	2	U	S	A
USGS	422819071065701	GW	1952-09-27			13.67					D	2	U	S	A
USGS	422819071065701	GW	1952-11-01			14.22					D	2	U	S	A
USGS	422819071065701	GW	1952-11-28			14.45					D	2	U	S	A
USGS	422819071065701	GW	1952-12-30			12.41					D	2	U	S	A
USGS	422819071065701	GW	1953-01-30			6.81					D	2	U	S	A
USGS	422819071065701	GW	1953-02-28			8					D	0	U	S	A
USGS	422819071065701	GW	1953-03-28			6.45					D	2	U	S	A
USGS	422819071065701	GW	1953-05-02			8.05					D	2	U	S	A
USGS	422819071065701	GW	1953-05-29			9.9					D	1	U	S	A
USGS	422819071065701	GW	1953-07-04			12					D	0	U	S	A
USGS	422819071065701	GW	1953-07-31			12.61					D	2	U	S	A
USGS	422819071065701	GW	1953-08-31			13.27					D	2	U	S	A
USGS	422819071065701	GW	1953-10-03			14					D	0	U	S	A
USGS	422819071065701	GW	1953-10-31			14.32					D	2	U	S	A
USGS	422819071065701	GW	1953-11-28			7.49					D	2	U	S	A
USGS	422819071065701	GW	1953-12-30			8.69					D	2	U	S	A
USGS	422819071065701	GW	1954-01-30			9.48					D	2	U	S	A
USGS	422819071065701	GW	1954-02-27			7.69					D	2	U	S	A
USGS	422819071065701	GW	1954-03-27			8.21					D	2	U	S	A
USGS	422819071065701	GW	1954-05-01			8.53					D	2	U	S	A
USGS	422819071065701	GW	1954-06-02			8.78					D	2	U	S	A
USGS	422819071065701	GW	1954-06-26			11.24					D	2	U	S	A
USGS	422819071065701	GW	1954-07-31			12.69					D	2	U	S	A
USGS	422819071065701	GW	1954-08-28			12.25					D	2	U	S	A
USGS	422819071065701	GW	1954-09-26			8.27					D	2	U	S	A
USGS	422819071065701	GW	1954-10-30			11.1					D	1	U	S	A
USGS	422819071065701	GW	1954-11-27			7.68					D	2	U	S	A
USGS	422819071065701	GW	1954-12-30			8.08					D	2	U	S	A
USGS	422819071065701	GW	1955-02-01			10.86					D	2	U	S	A
USGS	422819071065701	GW	1955-02-27			9.36					D	2	U	S	A
USGS	422819071065701	GW	1955-03-31			7.68					D	2	U	S	A
USGS	422819071065701	GW	1955-04-29			9.61					D	2	U	S	A
USGS	422819071065701	GW	1955-06-02			11.47					D	2	U	S	A
USGS	422819071065701	GW	1955-06-30			11.43					D	2	U	S	A
USGS	422819071065701	GW	1955-07-28			12.27					D	2	U	S	A
USGS	422819071065701	GW	1955-08-30			7.33					D	2	U	S	A
USGS	422819071065701	GW	1955-09-29			11.32					D	2	U	S	A
USGS	422819071065701	GW	1955-10-31			8.52					D	2	U	S	A
USGS	422819071065701	GW	1955-12-01			9.58					D	2	U	S	A
USGS	422819071065701	GW	1955-12-28			10.91					D	2	U	S	A
USGS	422819071065701	GW	1956-01-30			8.94					D	2	U	S	A
USGS	422819071065701	GW	1956-02-27			8.67					D	2	U	S	A
USGS	422819071065701	GW	1956-03-27			8.34					D	2	U	S	A
USGS	422819071065701	GW	1956-04-26			8.8					D	1	U	S	A
USGS	422819071065701	GW	1956-05-28			11.06					D	2	U	S	A
USGS	422819071065701	GW	1956-06-27			11.98					D	2	U	S	A
USGS	422819071065701	GW	1956-07-31			13.15					D	2	U	S	A
USGS	422819071065701	GW	1956-08-30			14.05					D	2	U	S	A
USGS	422819071065701	GW	1956-09-29			14.36					D	2	U	S	A
USGS	422819071065701	GW	1956-10-30			13.65					D	2	U	S	A
USGS	422819071065701	GW	1956-11-29			11.43					D	2	U	S	A
USGS	422819071065701	GW	1956-12-29			7.46					D	2	U	S	A
USGS	422819071065701	GW	1957-01-28			6.74					D	2	U	S	A
USGS	422819071065701	GW	1957-02-26			10.02					D	2	U	S	A
USGS	422819071065701	GW	1957-03-30			8.56					D	2	U	S	A
USGS	422819071065701	GW	1957-04-30			9.92					D	2	U	S	A
USGS	422819071065701	GW	1957-05-31			9.36					D	2	U	S	A
USGS	422819071065701	GW	1957-06-30			12.33					D	2	U	S	A
USGS	422819071065701	GW	1957-07-29			13.63					D	2	U	S	A
USGS	422819071065701	GW	1957-08-30			15.17					D	2	U	S	A
USGS	422819071065701	GW	1957-09-28			15.39					D	2	U	S	A
USGS	422819071065701	GW	1957-10-31			15.6					D	1	U	S	A
USGS	422819071065701	GW	1957-11-29			13.31					D	2	U	S	A
USGS	422819071065701	GW	1957-12-30			8.26					D	2	U	S	A
USGS	422819071065701	GW	1958-01-31			4.58					D	2	U	S	A
USGS	422819071065701	GW	1958-02-27			9.72					D	2	U	S	A
USGS	422819071065701	GW	1958-03-28			5.28					D	2	U	S	A
USGS	422819071065701	GW	1958-04-30			7.77					D	2	U	S	A
USGS	422819071065701	GW	1958-05-29			9.95					D	2	U	S	A
USGS	422819071065701	GW	1958-06-30			11.59					D	2	U	S	A
USGS	422819071065701	GW	1958-07-31			12.18					D	2	U	S	A
USGS	422819071065701	GW	1958-08-28			12.76					D	2	U	S	A
USGS	422819071065701	GW	1958-09-30			11.48					D	2	U	S	A
USGS	422819071065701	GW	1958-10-30			9.79					D	2	U	S	A
USGS	422819071065701	GW	1958-11-30			9.48					D	2	U	S	A
USGS	422819071065701	GW	1958-12-30			10.39					D	2	U	S	A
USGS	422819071065701	GW	1959-01-29			10.96					D	2	U	S	A
USGS	422819071065701	GW	1959-02-26			11					D	0	U	S	A
USGS	422819071065701	GW	1959-03-31			9.02					D	2	U	S	A
USGS	422819071065701	GW	1959-04-30			8.61					D	2	U	S	A
USGS	422819071065701	GW	1959-05-29			10.93					D	2	U	S	A
USGS	422819071065701	GW	1959-06-29			8.28					D	2	U	S	A
USGS	422819071065701	GW	1959-07-30			8.45					D	2	U	S	A
USGS	422819071065701	GW	1959-08-31			12.22					D	2	U	S	A
USGS	422819071065701	GW	1959-09-30			12.87					D	2	U	S	A
USGS	422819071065701	GW	1959-10-30			12.66					D	2	U	S	A
USGS	422819071065701	GW	1959-11-30			9.31					D	2	U	S	A
USGS	422819071065701	GW	1959-12-31			9.35					D	2	U	S	A
USGS	422819071065701	GW	1960-02-01			9.78					D	2	U	S	A
USGS	422819071065701	GW	1960-02-29			6.87					D	2	U	S	A
USGS	422819071065701	GW	1960-03-31			8.09					D	2	U	S	A
USGS	422819071065701	GW	1960-04-29			9.8					D	1	U	S	A
USGS	422819071065701	GW	1960-05-31			10.59					D	2	U	S	A
USGS	422819071065701	GW	1960-06-30			11.45					D	2	U	S	A
USGS	422819071065701	GW	1960-07-29			12.57					D	2	U	S	A
USGS	422819071065701	GW	1960-08-31			13.26					D	2	U	S	A
USGS	422819071065701	GW	1960-09-30			11.63					D	2	U	S	A
USGS	422819071065701	GW	1960-10-31			11.67					D	2	U	S	A
USGS	422819071065701	GW	1960-11-30			10.41					D	2	U	S	A
USGS	422819071065701	GW	1960-12-29			8.44					D	2	U	S	A
USGS	422819071065701	GW	1961-02-01			10.21					D	2	U	S	A
USGS	422819071065701	GW	1961-03-01			5.88					D	2	U	S	A
USGS	422819071065701	GW	1961-03-31			7.15					D	2	U	S	A
USGS	422819071065701	GW	1961-04-28			7.92					D	2	U	S	A
USGS	422819071065701	GW	1961-05-31			8.77					D	2	U	S	A
USGS	422819071065701	GW	1961-06-29			11.54					D	2	U	S	A
USGS	422819071065701	GW	1961-07-31			12.58					D	2	U	S	A
USGS	422819071065701	GW	1961-09-01			12.65					D	2	U	S	A
USGS	422819071065701	GW	1961-09-29			7.51					D	2	U	S	A
USGS	422819071065701	GW	1961-10-30			10.19					D	2	U	S	A
USGS	422819071065701	GW	1961-11-30			7.35					D	2	U	S	A
USGS	422819071065701	GW	1961-12-29			9.21					D	2	U	S	A
USGS	422819071065701	GW	1962-01-31			9.05					D	2	U	S	A
USGS	422819071065701	GW	1962-02-28			10.93					D	2	U	S	A
USGS	422819071065701	GW	1962-03-30			8.02					D	2	U	S	A
USGS	422819071065701	GW	1962-04-27			9.02					D	2	U	S	A
USGS	422819071065701	GW	1962-05-28			10.68					D	2	U	S	A
USGS	422819071065701	GW	1962-06-27			11.49					D	2	U	S	A
USGS	422819071065701	GW	1962-07-30			12.82					D	2	U	S	A
USGS	422819071065701	GW	1962-08-28			13.67					D	2	U	S	A
USGS	422819071065701	GW	1962-09-27			13.93					D	2	U	S	A
USGS	422819071065701	GW	1962-10-26			8.53					D	2	U	S	A
USGS	422819071065701	GW	1962-11-28			7.8					D	1	U	S	A
USGS	422819071065701	GW	1962-12-26			9.45					D	2	U	S	A
USGS	422819071065701	GW	1963-01-29			10.14					D	2	U	S	A
USGS	422819071065701	GW	1963-02-26			11.02					D	2	U	S	A
USGS	422819071065701	GW	1963-03-27			8.46					D	2	U	S	A
USGS	422819071065701	GW	1963-04-26			9.97					D	2	U	S	A
USGS	422819071065701	GW	1963-05-27			10.11					D	2	U	S	A
USGS	422819071065701	GW	1963-06-26			11.46					D	2	U	S	A
USGS	422819071065701	GW	1963-07-30			12.7					D	1	U	S	A
USGS	422819071065701	GW	1963-08-27			13.62					D	2	U	S	A
USGS	422819071065701	GW	1963-09-26			14.22					D	2	U	S	A
USGS	422819071065701	GW	1963-10-24			14.22					D	2	U	S	A
USGS	422819071065701	GW	1963-11-27			8.84					D	2	U	S	A
USGS	422819071065701	GW	1963-12-27			9.16					D	2	U	S	A
USGS	422819071065701	GW	1964-01-28			5.88					D	2	U	S	A
USGS	422819071065701	GW	1964-02-27			9.29					D	2	U	S	A
USGS	422819071065701	GW	1964-03-27			7.54					D	2	U	S	A
USGS	422819071065701	GW	1964-04-24			7.47					D	2	U	S	A
USGS	422819071065701	GW	1964-05-25			10.9					D	1	U	S	A
USGS	422819071065701	GW	1964-06-29			12.48					D	2	U	S	A
USGS	422819071065701	GW	1964-07-28			13.06					D	2	U	S	A
USGS	422819071065701	GW	1964-08-31			13.96					D	2	U	S	A
USGS	422819071065701	GW	1964-09-29			14.51					D	2	U	S	A
USGS	422819071065701	GW	1964-10-26			14.74					D	2	U	S	A
USGS	422819071065701	GW	1964-11-28			14.74					D	2	U	S	A
USGS	422819071065701	GW	1964-12-24			12.32					D	2	U	S	A
USGS	422819071065701	GW	1965-01-28			9.94					D	2	U	S	A
USGS	422819071065701	GW	1965-02-23			8.88					D	2	U	S	A
USGS	422819071065701	GW	1965-03-31			8.8					D	1	U	S	A
USGS	422819071065701	GW	1965-04-23			7.85					D	2	U	S	A
USGS	422819071065701	GW	1965-05-24			10.42					D	2	U	S	A
USGS	422819071065701	GW	1965-06-22			11.06					D	2	U	S	A
USGS	422819071065701	GW	1965-07-23			12.75					D	2	U	S	A
USGS	422819071065701	GW	1965-08-27			13.86					D	2	U	S	A
USGS	422819071065701	GW	1965-09-21			14.4					D	1	U	S	A
USGS	422819071065701	GW	1965-10-20			14.65					D	2	U	S	A
USGS	422819071065701	GW	1965-11-24			14.96					D	2	U	S	A
USGS	422819071065701	GW	1965-12-27			13.98					D	2	U	S	A
USGS	422819071065701	GW	1966-01-29			12.22					D	2	U	S	A
USGS	422819071065701	GW	1966-02-26			7.6					D	1	U	S	A
USGS	422819071065701	GW	1966-03-28			8.44					D	2	U	S	A
USGS	422819071065701	GW	1966-04-25			10.45					D	2	U	S	A
USGS	422819071065701	GW	1966-05-20			10.18					D	2	U	S	A
USGS	422819071065701	GW	1966-06-28			11.5					D	1	U	S	A
USGS	422819071065701	GW	1966-07-29			13.03					D	2	U	S	A
USGS	422819071065701	GW	1966-08-22			13.76					D	2	U	S	A
USGS	422819071065701	GW	1966-09-28			14.13					D	2	U	S	A
USGS	422819071065701	GW	1966-10-21			14					D	0	U	S	A
USGS	422819071065701	GW	1966-11-23			10.59					D	2	U	S	A
USGS	422819071065701	GW	1966-12-27			10.28					D	2	U	S	A
USGS	422819071065701	GW	1967-01-30			7.98					D	2	U	S	A
USGS	422819071065701	GW	1967-02-24			8.83					D	2	U	S	A
USGS	422819071065701	GW	1967-03-29			7.63					D	2	U	S	A
USGS	422819071065701	GW	1967-04-27			6.95					D	2	U	S	A
USGS	422819071065701	GW	1967-05-26			7.95					D	2	U	S	A
USGS	422819071065701	GW	1967-06-28			10.43					D	2	U	S	A
USGS	422819071065701	GW	1967-07-28			11.84					D	2	U	S	A
USGS	422819071065701	GW	1967-08-28			12.6					D	1	U	S	A
USGS	422819071065701	GW	1967-09-27			13.4					D	1	U	S	A
