# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-06-30 11:24:43 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01103010 MYSTIC RIVER AT ARLINGTON, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01103010
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd
USGS	01103010	2015-10-31	-38	P
USGS	01103010	2015-11-01	-19	P
USGS	01103010	2015-11-02	-15	P
USGS	01103010	2015-11-03	-19	P
USGS	01103010	2015-11-04	-20	P
USGS	01103010	2015-11-05	-20	P
USGS	01103010	2015-11-06	-13	P
USGS	01103010	2015-11-07	-34	P
USGS	01103010	2015-11-08	-17	P
USGS	01103010	2015-11-09	-22	P
USGS	01103010	2015-11-10	-33	P
USGS	01103010	2015-11-11	-17	P
USGS	01103010	2015-11-12	-17	P
USGS	01103010	2015-11-13		
USGS	01103010	2015-11-14	-22	P
USGS	01103010	2015-11-15	-32	P
USGS	01103010	2015-11-16		
USGS	01103010	2015-11-17	-27	P
USGS	01103010	2015-11-18	-40	P
USGS	01103010	2015-11-19	-25	P
USGS	01103010	2015-11-20	-37	P
USGS	01103010	2015-11-21	-35	P
USGS	01103010	2015-11-22	-35	P
USGS	01103010	2015-11-23		
USGS	01103010	2015-11-24	-27	P
USGS	01103010	2015-11-25	-31	P
USGS	01103010	2015-11-26	-35	P
USGS	01103010	2015-11-27	-22	P
USGS	01103010	2015-11-28	-31	P
USGS	01103010	2015-11-29	-19	P
USGS	01103010	2015-11-30	-37	P
USGS	01103010	2015-12-01		
USGS	01103010	2015-12-02	-22	P
USGS	01103010	2015-12-03	-37	P
USGS	01103010	2015-12-04	-38	P
USGS	01103010	2015-12-05	-32	P
USGS	01103010	2015-12-06	-37	P
USGS	01103010	2015-12-07	-41	P
USGS	01103010	2015-12-08	-42	P
USGS	01103010	2015-12-09		
USGS	01103010	2015-12-10	-34	P
USGS	01103010	2015-12-11	-34	P
USGS	01103010	2015-12-12		
USGS	01103010	2015-12-13		
USGS	01103010	2015-12-14		
USGS	01103010	2015-12-15	-34	P
USGS	01103010	2015-12-16		
USGS	01103010	2015-12-17	-22	P
USGS	01103010	2015-12-18	-36	P
USGS	01103010	2015-12-19	-18	P
USGS	01103010	2015-12-20	-30	P
USGS	01103010	2015-12-21	-23	P
USGS	01103010	2015-12-22	-21	P
USGS	01103010	2015-12-23	-38	P
USGS	01103010	2015-12-24	-18	P
USGS	01103010	2015-12-25	-22	P
USGS	01103010	2015-12-26	-27	P
USGS	01103010	2015-12-27	-24	P
USGS	01103010	2015-12-28	-24	P
USGS	01103010	2015-12-29	-21	P
USGS	01103010	2015-12-30	-24	P
USGS	01103010	2015-12-31	-21	P
USGS	01103010	2016-01-01	-26	P
USGS	01103010	2016-01-02	-26	P
USGS	01103010	2016-01-03	-34	P
USGS	01103010	2016-01-04	-29	P
USGS	01103010	2016-01-05	-26	P
USGS	01103010	2016-01-06	-30	P
USGS	01103010	2016-01-07	-26	P
USGS	01103010	2016-01-08	-23	P
USGS	01103010	2016-01-09	-25	P
USGS	01103010	2016-01-10	-18	P
USGS	01103010	2016-01-11	-24	P
USGS	01103010	2016-01-12	-30	P
USGS	01103010	2016-01-13	-22	P
USGS	01103010	2016-01-14	-17	P
USGS	01103010	2016-01-15	-22	P
USGS	01103010	2016-01-16	-17	P
USGS	01103010	2016-01-17	-14	P
USGS	01103010	2016-01-18	-21	P
USGS	01103010	2016-01-19	-20	P
USGS	01103010	2016-01-20	-29	P
USGS	01103010	2016-01-21	-28	P
USGS	01103010	2016-01-22	-24	P
USGS	01103010	2016-01-23	-13	P
USGS	01103010	2016-01-24	-21	P
USGS	01103010	2016-01-25	-27	P
USGS	01103010	2016-01-26	-12	P
USGS	01103010	2016-01-27	-23	P
USGS	01103010	2016-01-28	-28	P
USGS	01103010	2016-01-29	-19	P
USGS	01103010	2016-01-30	-27	P
USGS	01103010	2016-01-31	-21	P
USGS	01103010	2016-02-01	-30	P
USGS	01103010	2016-02-02	-18	P
USGS	01103010	2016-02-03	-26	P
USGS	01103010	2016-02-04	-46	P
USGS	01103010	2016-02-05	-15	P
USGS	01103010	2016-02-06	-24	P
USGS	01103010	2016-02-07	-28	P
USGS	01103010	2016-02-08	-14	P
USGS	01103010	2016-02-09	-18	P
USGS	01103010	2016-02-10	-29	P
USGS	01103010	2016-02-11	-19	P
USGS	01103010	2016-02-12	-16	P
USGS	01103010	2016-02-13	-9.3	P
USGS	01103010	2016-02-14	-18	P
USGS	01103010	2016-02-15	-21	P
USGS	01103010	2016-02-16	-27	P
USGS	01103010	2016-02-17	-20	P
USGS	01103010	2016-02-18	-16	P
USGS	01103010	2016-02-19	-22	P
USGS	01103010	2016-02-20	-23	P
USGS	01103010	2016-02-21	-38	P
USGS	01103010	2016-02-22	-30	P
USGS	01103010	2016-02-23	-13	P
USGS	01103010	2016-02-24	-27	P
USGS	01103010	2016-02-25	-19	P
USGS	01103010	2016-02-26	-18	P
USGS	01103010	2016-02-27	-11	P
USGS	01103010	2016-02-28	-29	P
USGS	01103010	2016-02-29	-29	P
USGS	01103010	2016-03-01	-19	P
USGS	01103010	2016-03-02	-27	P
USGS	01103010	2016-03-03		
USGS	01103010	2016-03-04		
USGS	01103010	2016-03-05	-17	P
USGS	01103010	2016-03-06	-23	P
USGS	01103010	2016-03-07	-37	P
USGS	01103010	2016-03-08	-32	P
USGS	01103010	2016-03-09	-29	P
USGS	01103010	2016-03-10	-28	P
USGS	01103010	2016-03-11	-11	P
USGS	01103010	2016-03-12	-19	P
USGS	01103010	2016-03-13	-23	P
USGS	01103010	2016-03-14	-21	P
USGS	01103010	2016-03-15	-21	P
USGS	01103010	2016-03-16	-13	P
USGS	01103010	2016-03-17	-16	P
USGS	01103010	2016-03-18	-8.0	P
USGS	01103010	2016-03-19	-4.5	P
USGS	01103010	2016-03-20	-23	P
USGS	01103010	2016-03-21	-11	P
USGS	01103010	2016-03-22	-15	P
USGS	01103010	2016-03-23	-15	P
USGS	01103010	2016-03-24	-15	P
USGS	01103010	2016-03-25	-18	P
USGS	01103010	2016-03-26	-11	P
USGS	01103010	2016-03-27	-5.8	P
USGS	01103010	2016-03-28	-1.4	P
USGS	01103010	2016-03-29	1.9	P
USGS	01103010	2016-03-30	-16	P
USGS	01103010	2016-03-31	-15	P
USGS	01103010	2016-04-01	-12	P
USGS	01103010	2016-04-02	-16	P
USGS	01103010	2016-04-03	-11	P
USGS	01103010	2016-04-04	-9.8	P
USGS	01103010	2016-04-05	-11	P
USGS	01103010	2016-04-06	-13	P
USGS	01103010	2016-04-07	0.40	P
USGS	01103010	2016-04-08	6.2	P
USGS	01103010	2016-04-09	-8.7	P
USGS	01103010	2016-04-10	-10	P
USGS	01103010	2016-04-11	3.0	P
USGS	01103010	2016-04-12	-9.0	P
USGS	01103010	2016-04-13	-19	P
USGS	01103010	2016-04-14	-24	P
USGS	01103010	2016-04-15	-18	P
USGS	01103010	2016-04-16	-9.7	P
USGS	01103010	2016-04-17	-18	P
USGS	01103010	2016-04-18	-11	P
USGS	01103010	2016-04-19	-14	P
USGS	01103010	2016-04-20	-29	P
USGS	01103010	2016-04-21	-13	P
USGS	01103010	2016-04-22	-19	P
USGS	01103010	2016-04-23	-4.8	P
USGS	01103010	2016-04-24	-9.4	P
USGS	01103010	2016-04-25	-4.0	P
USGS	01103010	2016-04-26	-7.7	P
USGS	01103010	2016-04-27	-8.3	P
USGS	01103010	2016-04-28	-4.9	P
USGS	01103010	2016-04-29	-16	P
USGS	01103010	2016-04-30	-15	P
USGS	01103010	2016-05-01	0.60	P
USGS	01103010	2016-05-02	-9.3	P
USGS	01103010	2016-05-03	-3.7	P
USGS	01103010	2016-05-04	-11	P
USGS	01103010	2016-05-05	10	P
USGS	01103010	2016-05-06	-10	P
USGS	01103010	2016-05-07	-1.3	P
USGS	01103010	2016-05-08	8.6	P
USGS	01103010	2016-05-09	-4.2	P
USGS	01103010	2016-05-10	0.55	P
USGS	01103010	2016-05-11	5.8	P
USGS	01103010	2016-05-12	5.9	P
USGS	01103010	2016-05-13	0.90	P
USGS	01103010	2016-05-14	7.6	P
USGS	01103010	2016-05-15	-1.2	P
USGS	01103010	2016-05-16	13	P
USGS	01103010	2016-05-17	4.2	P
USGS	01103010	2016-05-18		
USGS	01103010	2016-05-19	6.3	P
USGS	01103010	2016-05-20	0.54	P
USGS	01103010	2016-05-21	7.6	P
USGS	01103010	2016-05-22	3.2	P
USGS	01103010	2016-05-23	6.5	P
USGS	01103010	2016-05-24	7.7	P
USGS	01103010	2016-05-25	14	P
USGS	01103010	2016-05-26	18	P
USGS	01103010	2016-05-27	8.9	P
USGS	01103010	2016-05-28	14	P
USGS	01103010	2016-05-29	11	P
USGS	01103010	2016-05-30	15	P
USGS	01103010	2016-05-31	22	P
USGS	01103010	2016-06-01	13	P
USGS	01103010	2016-06-02	15	P
USGS	01103010	2016-06-03	12	P
USGS	01103010	2016-06-04	11	P
USGS	01103010	2016-06-05	20	P
USGS	01103010	2016-06-06	22	P
USGS	01103010	2016-06-07	27	P
USGS	01103010	2016-06-08	27	P
USGS	01103010	2016-06-09	18	P
USGS	01103010	2016-06-10	14	P
USGS	01103010	2016-06-11	17	P
USGS	01103010	2016-06-12	14	P
USGS	01103010	2016-06-13	15	P
USGS	01103010	2016-06-14	14	P
USGS	01103010	2016-06-15	11	P
USGS	01103010	2016-06-16	4.8	P
USGS	01103010	2016-06-17	8.5	P
USGS	01103010	2016-06-18	19	P
USGS	01103010	2016-06-19	8.7	P
USGS	01103010	2016-06-20	11	P
USGS	01103010	2016-06-21	19	P
USGS	01103010	2016-06-22	11	P
USGS	01103010	2016-06-23	8.9	P
USGS	01103010	2016-06-24	7.9	P
USGS	01103010	2016-06-25	12	P
USGS	01103010	2016-06-26	6.3	P
USGS	01103010	2016-06-27	14	P
USGS	01103010	2016-06-28	12	P
USGS	01103010	2016-06-29	5.0	P
