# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-03-19 13:58:30 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01102500 ABERJONA RIVER AT WINCHESTER, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01102500
#    DD parameter statistic   Description
#    45   00045     00006     Precipitation, total, inches (Sum)
#
# Data-value qualification codes included in this output: 
#     ***  Temporarily unavailable  
#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	45_00045_00006	45_00045_00006_cd
USGS	01102500	2015-08-18	0.02	P
USGS	01102500	2015-08-19	0.00	P
USGS	01102500	2015-08-20	0.00	P
USGS	01102500	2015-08-21	1.05	P
USGS	01102500	2015-08-22	0.00	P
USGS	01102500	2015-08-23	0.00	P
USGS	01102500	2015-08-24	0.00	P
USGS	01102500	2015-08-25	0.00	P
USGS	01102500	2015-08-26	0.00	P
USGS	01102500	2015-08-27	0.00	P
USGS	01102500	2015-08-28	0.00	P
USGS	01102500	2015-08-29	0.00	P
USGS	01102500	2015-08-30	0.00	P
USGS	01102500	2015-08-31	0.00	P
USGS	01102500	2015-09-01	0.00	P
USGS	01102500	2015-09-02	0.00	P
USGS	01102500	2015-09-03	0.19	P
USGS	01102500	2015-09-04	0.00	P
USGS	01102500	2015-09-05	0.00	P
USGS	01102500	2015-09-06	0.00	P
USGS	01102500	2015-09-07	0.00	P
USGS	01102500	2015-09-08	***	P
USGS	01102500	2015-09-09	***	P
USGS	01102500	2015-09-10	***	P
USGS	01102500	2015-09-11	0.27	P
USGS	01102500	2015-09-12	0.00	P
USGS	01102500	2015-09-13	0.05	P
USGS	01102500	2015-09-14	0.01	P
USGS	01102500	2015-09-15	0.00	P
USGS	01102500	2015-09-16	0.00	P
USGS	01102500	2015-09-17	0.00	P
USGS	01102500	2015-09-18	0.00	P
USGS	01102500	2015-09-19	0.00	P
USGS	01102500	2015-09-20	0.00	P
USGS	01102500	2015-09-21	0.00	P
USGS	01102500	2015-09-22	0.00	P
USGS	01102500	2015-09-23	0.00	P
USGS	01102500	2015-09-24	0.00	P
USGS	01102500	2015-09-25	0.00	P
USGS	01102500	2015-09-26	0.00	P
USGS	01102500	2015-09-27	0.00	P
USGS	01102500	2015-09-28	0.00	P
USGS	01102500	2015-09-29	0.00	P
USGS	01102500	2015-09-30	1.87	P
USGS	01102500	2015-10-01	0.70	P
USGS	01102500	2015-10-02	0.22	P
USGS	01102500	2015-10-03	0.02	P
USGS	01102500	2015-10-04	0.00	P
USGS	01102500	2015-10-05	0.00	P
USGS	01102500	2015-10-06	0.00	P
USGS	01102500	2015-10-07	0.00	P
USGS	01102500	2015-10-08	0.00	P
USGS	01102500	2015-10-09	0.17	P
USGS	01102500	2015-10-10	0.00	P
USGS	01102500	2015-10-11	0.00	P
USGS	01102500	2015-10-12	0.00	P
USGS	01102500	2015-10-13	450.95	P
USGS	01102500	2015-10-14	0.00	P
USGS	01102500	2015-10-15	0.00	P
USGS	01102500	2015-10-16	0.01	P
USGS	01102500	2015-10-17	0.00	P
USGS	01102500	2015-10-18	0.00	P
USGS	01102500	2015-10-19	0.00	P
USGS	01102500	2015-10-20	0.01	P
USGS	01102500	2015-10-21	0.04	P
USGS	01102500	2015-10-22	0.00	P
USGS	01102500	2015-10-23	0.00	P
USGS	01102500	2015-10-24	0.00	P
USGS	01102500	2015-10-25	0.03	P
USGS	01102500	2015-10-26	0.00	P
USGS	01102500	2015-10-27	0.00	P
USGS	01102500	2015-10-28	0.69	P
USGS	01102500	2015-10-29	0.90	P
USGS	01102500	2015-10-30	0.00	P
USGS	01102500	2015-10-31	0.00	P
USGS	01102500	2015-11-01	0.00	P
USGS	01102500	2015-11-02	0.00	P
USGS	01102500	2015-11-03	0.00	P
USGS	01102500	2015-11-04	0.00	P
USGS	01102500	2015-11-05	0.00	P
USGS	01102500	2015-11-06	0.00	P
USGS	01102500	2015-11-07	0.00	P
USGS	01102500	2015-11-08	0.00	P
USGS	01102500	2015-11-09	0.00	P
USGS	01102500	2015-11-10	0.02	P
USGS	01102500	2015-11-11	0.14	P
USGS	01102500	2015-11-12	0.07	P
USGS	01102500	2015-11-13	0.03	P
USGS	01102500	2015-11-14	0.00	P
USGS	01102500	2015-11-15	0.00	P
USGS	01102500	2015-11-16	0.00	P
USGS	01102500	2015-11-17	0.00	P
USGS	01102500	2015-11-18	0.00	P
USGS	01102500	2015-11-19	0.00	P
USGS	01102500	2015-11-20	0.87	P
USGS	01102500	2015-11-21	0.00	P
USGS	01102500	2015-11-22	0.17	P
USGS	01102500	2015-11-23	0.01	P
USGS	01102500	2015-11-24	0.00	P
USGS	01102500	2015-11-25	0.00	P
USGS	01102500	2015-11-26	0.00	P
USGS	01102500	2015-11-27	0.00	P
USGS	01102500	2015-11-28	0.21	P
USGS	01102500	2015-11-29	0.00	P
USGS	01102500	2015-11-30	0.00	P
USGS	01102500	2015-12-01	0.10	P
USGS	01102500	2015-12-02	0.19	P
USGS	01102500	2015-12-03	0.01	P
USGS	01102500	2015-12-04	0.00	P
USGS	01102500	2015-12-05	0.00	P
USGS	01102500	2015-12-06	0.00	P
USGS	01102500	2015-12-07	0.00	P
USGS	01102500	2015-12-08	0.00	P
USGS	01102500	2015-12-09	0.00	P
USGS	01102500	2015-12-10	0.00	P
USGS	01102500	2015-12-11	0.00	P
USGS	01102500	2015-12-12	0.00	P
USGS	01102500	2015-12-13	0.00	P
USGS	01102500	2015-12-14	0.40	P
USGS	01102500	2015-12-15	0.27	P
USGS	01102500	2015-12-16	0.00	P
USGS	01102500	2015-12-17	0.53	P
USGS	01102500	2015-12-18	0.00	P
USGS	01102500	2015-12-19	0.00	P
USGS	01102500	2015-12-20	0.00	P
USGS	01102500	2015-12-21	0.00	P
USGS	01102500	2015-12-22	0.29	P
USGS	01102500	2015-12-23	0.64	P
USGS	01102500	2015-12-24	0.30	P
USGS	01102500	2015-12-25	0.00	P
USGS	01102500	2015-12-26	0.00	P
USGS	01102500	2015-12-27	0.20	P
USGS	01102500	2015-12-28	0.00	P
USGS	01102500	2015-12-29	1.16	P
USGS	01102500	2015-12-30	0.03	P
USGS	01102500	2015-12-31	0.08	P
USGS	01102500	2016-01-01	0.00	P
USGS	01102500	2016-01-02	0.00	P
USGS	01102500	2016-01-03	0.00	P
USGS	01102500	2016-01-04	0.00	P
USGS	01102500	2016-01-05	0.00	P
USGS	01102500	2016-01-06	0.00	P
USGS	01102500	2016-01-07	0.00	P
USGS	01102500	2016-01-08	0.00	P
USGS	01102500	2016-01-09	0.06	P
USGS	01102500	2016-01-10	1.44	P
USGS	01102500	2016-01-11	0.00	P
