# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-06-30 10:54:04 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01104420 CAMBRIDGE RES., UNNAMED TRIB 3, NR LEXINGTON, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01104420
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#    17   00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean), 25ft Downstream of pier
#    18   00010     00003     Temperature, water, degrees Celsius (Mean), 25ft Downstream of pier
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd	17_00095_00003	17_00095_00003_cd	18_00010_00003	18_00010_00003_cd
USGS	01104420	2012-07-25	0.09	A	1010	A	20.3	A
USGS	01104420	2012-07-26	0.07	A	1070	A	20.5	A
USGS	01104420	2012-07-27	0.08	A	1070	A	21.1	A
USGS	01104420	2012-07-28	0.35	A	882	A	20.9	A
USGS	01104420	2012-07-29	0.45	A	861	A	20.9	A
USGS	01104420	2012-07-30	0.29	A	832	A	20.9	A
USGS	01104420	2012-07-31	0.16	A	889	A	20.9	A
USGS	01104420	2012-08-01	0.73	A	629	A	21.9	A
USGS	01104420	2012-08-02	1.0	A	653	A	23.6	A
USGS	01104420	2012-08-03	0.41	A	668	A	24.7	A
USGS	01104420	2012-08-04	0.20	A	706	A	24.8	A
USGS	01104420	2012-08-05	0.19	A	723	A	24.1	A
USGS	01104420	2012-08-06	0.16	A	712	A	23.6	A
USGS	01104420	2012-08-07	0.13	A	845	A	22.1	A
USGS	01104420	2012-08-08	0.11	A	868	A	22.3	A
USGS	01104420	2012-08-09	0.10	A	905	A	22.9	A
USGS	01104420	2012-08-10	0.40	A	755	A	23.0	A
USGS	01104420	2012-08-11	0.98	A	627	A	23.5	A
USGS	01104420	2012-08-12	0.62	A	604	A	23.9	A
USGS	01104420	2012-08-13	0.42	A	677	A	23.5	A
USGS	01104420	2012-08-14	0.27	A	715	A	22.7	A
USGS	01104420	2012-08-15	0.61	A	596	A	22.7	A
USGS	01104420	2012-08-16	6.1	A	278	A	22.8	A
USGS	01104420	2012-08-17	1.6	A	333	A	22.2	A
USGS	01104420	2012-08-18	0.72	A	469	A	21.7	A
USGS	01104420	2012-08-19	0.42	A	720	A	20.0	A
USGS	01104420	2012-08-20	0.33	A	809	A	20.1	A
USGS	01104420	2012-08-21	0.24	A	849	A	20.6	A
USGS	01104420	2012-08-22	0.17	A	896	A	20.3	A
USGS	01104420	2012-08-23	0.14	A	926	A	20.8	A
USGS	01104420	2012-08-24	0.12	A	925	A	21.1	A
USGS	01104420	2012-08-25	0.12	A	940	A	21.0	A
USGS	01104420	2012-08-26	0.11	A	952	A	20.3	A
USGS	01104420	2012-08-27	0.10	A	959	A	20.5	A
USGS	01104420	2012-08-28	0.14	A	872	A	21.9	A
USGS	01104420	2012-08-29	0.10	A	1020	A	19.5	A
USGS	01104420	2012-08-30	0.09	A	1060	A	18.6	A
USGS	01104420	2012-08-31	0.09	A	1090	A	19.7	A
USGS	01104420	2012-09-01	0.08	A	1140	A	20.3	A
USGS	01104420	2012-09-02	0.07	A	1250	A	18.8	A
USGS	01104420	2012-09-03	0.07	A	893	A	19.0	A
USGS	01104420	2012-09-04	0.19	A	684	A	19.6	A
USGS	01104420	2012-09-05	1.6	A	587	A	21.9	A
USGS	01104420	2012-09-06	1.0	A	626	A	21.6	A
USGS	01104420	2012-09-07	1.0	A	608	A	21.9	A
USGS	01104420	2012-09-08	1.7	A	497	A	22.7	A
USGS	01104420	2012-09-09	0.88	A	551	A	21.0	A
USGS	01104420	2012-09-10	0.44	A	654	A	18.3	A
USGS	01104420	2012-09-11	0.29	A	717	A	16.8	A
USGS	01104420	2012-09-12	0.21	A	750	A	16.8	A
USGS	01104420	2012-09-13	0.21	A	773	A	18.1	A
USGS	01104420	2012-09-14	0.26	A	813	A	19.0	A
USGS	01104420	2012-09-15	0.32	A	799	A	18.7	A
USGS	01104420	2012-09-16	0.29	A	832	A	16.5	A
USGS	01104420	2012-09-17	0.26	A	894	A	15.9	A
USGS	01104420	2012-09-18	0.25	A	860	A	16.7	A
USGS	01104420	2012-09-19	3.8	A	467	A	19.0	A
USGS	01104420	2012-09-20	1.7	A	536	A	16.3	A
USGS	01104420	2012-09-21	0.88	A	646	A	14.9	A
USGS	01104420	2012-09-22	0.64	A	701	A	15.7	A
USGS	01104420	2012-09-23	0.60	A	757	A	16.8	A
USGS	01104420	2012-09-24	0.46	A	887	A	14.9	A
USGS	01104420	2012-09-25	0.43	A	949	A	14.8	A
USGS	01104420	2012-09-26	0.43	A	823	A	16.1	A
USGS	01104420	2012-09-27	0.42	A	857	A	16.5	A
USGS	01104420	2012-09-28	1.0	A	705	A	15.4	A
USGS	01104420	2012-09-29	2.1	A	655	A	14.3	A
USGS	01104420	2012-09-30	1.6	A	628	A	14.2	A
USGS	01104420	2012-10-01	1.1	A	699	A	14.0	A
USGS	01104420	2012-10-02	0.87	A	775	A	14.9	A
USGS	01104420	2012-10-03	0.84	A	802	A	15.8	A
USGS	01104420	2012-10-04	0.86	A	849	A	16.1	A
USGS	01104420	2012-10-05	0.85	A	918	A	16.8	A
USGS	01104420	2012-10-06	1.00	A	961	A	16.7	A
USGS	01104420	2012-10-07	1.1	A	958	A	14.1	A
USGS	01104420	2012-10-08	1.2	A	802	A	12.7	A
USGS	01104420	2012-10-09	1.3	A	924	A	12.5	A
USGS	01104420	2012-10-10	1.5	A	832	A	13.0	A
USGS	01104420	2012-10-11	1.7	A	886	A	12.2	A
USGS	01104420	2012-10-12	1.7	A	894	A	10.4	A
USGS	01104420	2012-10-13	1.7	A	914	A	8.5	A
USGS	01104420	2012-10-14	1.7	A	837	A	10.0	A
USGS	01104420	2012-10-15	1.8	A	912	A	13.1	A
USGS	01104420	2012-10-16	1.6	A	842	A	13.4	A
USGS	01104420	2012-10-17	1.3	A	903	A	10.7	A
USGS	01104420	2012-10-18	1.2	A	896	A	10.7	A
USGS	01104420	2012-10-19	1.5	A	860	A	12.1	A
USGS	01104420	2012-10-20	7.1	A	460	A	15.9	A
USGS	01104420	2012-10-21	3.7	A	455	A	14.2	A
USGS	01104420	2012-10-22	1.9	A	552	A	12.7	A
USGS	01104420	2012-10-23	1.3	A	643	A	12.0	A
USGS	01104420	2012-10-24	1.6	A	739	A	11.5	A
USGS	01104420	2012-10-25	1.1	A	865	A	11.2	A
USGS	01104420	2012-10-26	1.0	A	936	A	11.6	A
USGS	01104420	2012-10-27	1.1	A	981	A	11.9	A
USGS	01104420	2012-10-28	1.2	A	1000	A	12.1	A
USGS	01104420	2012-10-29	7.6	A	592	A	12.9	A
USGS	01104420	2012-10-30	19	A	282	A	14.6	A
USGS	01104420	2012-10-31	10	A	336	A	13.8	A
USGS	01104420	2012-11-01	5.1	A	466	A	11.9	A
USGS	01104420	2012-11-02	3.3	A	558	A	10.8	A
USGS	01104420	2012-11-03	2.4	A	654	A	9.9	A
USGS	01104420	2012-11-04	2.0	A:e	731	A	8.6	A
USGS	01104420	2012-11-05	1.7	A:e	793	A	7.6	A
USGS	01104420	2012-11-06	1.6	A:e	838	A	5.0	A
USGS	01104420	2012-11-07	1.7	A:e	919	A	4.0	A
USGS	01104420	2012-11-08	2.1	A:e	1840	A	4.0	A
USGS	01104420	2012-11-09	1.5	A:e	1210	A	4.8	A
USGS	01104420	2012-11-10	1.1	A:e	1050	A	5.2	A
USGS	01104420	2012-11-11	0.91	A:e	1100	A	6.6	A
USGS	01104420	2012-11-12	0.93	A:e	973	A	9.2	A
USGS	01104420	2012-11-13	1.5	A:e	840	A	11.0	A
USGS	01104420	2012-11-14	1.2	A:e	825	A	7.8	A
USGS	01104420	2012-11-15	1.1	A:e	820	A	5.7	A
USGS	01104420	2012-11-16	1.0	A:e	899	A	5.5	A
USGS	01104420	2012-11-17	1.0	A:e	921	A	5.1	A
USGS	01104420	2012-11-18	1.0	A:e	964	A	4.5	A
USGS	01104420	2012-11-19	1.0	A:e	969	A	4.2	A
USGS	01104420	2012-11-20	1.00	A:e	976	A	4.1	A
USGS	01104420	2012-11-21	1.00	A:e	967	A	4.7	A
USGS	01104420	2012-11-22	1.00	A:e	949	A	5.5	A
USGS	01104420	2012-11-23	1.00	A:e	949	A	5.2	A
USGS	01104420	2012-11-24	1.00	A:e	953	A	5.9	A
USGS	01104420	2012-11-25	0.99	A:e	974	A	3.6	A
USGS	01104420	2012-11-26	1.00	A:e	987	A	3.5	A
USGS	01104420	2012-11-27	1.1	A:e	995	A	3.3	A
USGS	01104420	2012-11-28	1.0	A:e	987	A	3.0	A
USGS	01104420	2012-11-29	1.0	A:e	939	A	2.4	A
USGS	01104420	2012-11-30	1.0	A:e	1040	A	2.7	A
USGS	01104420	2012-12-01	1.0	A:e	1080	A	2.2	A
USGS	01104420	2012-12-02	0.95	A:e	1080	A	3.1	A
USGS	01104420	2012-12-03	0.79	A:e	1090	A	5.7	A
USGS	01104420	2012-12-04	0.81	A	1100	A	5.4	A
USGS	01104420	2012-12-05	0.85	A	1100	A	7.8	A
USGS	01104420	2012-12-06	0.72	A	1110	A	4.2	A
USGS	01104420	2012-12-07	0.70	A	1110	A	3.4	A
USGS	01104420	2012-12-08	1.1	A	1080	A	5.2	A
USGS	01104420	2012-12-09	1.1	A	1030	A	4.9	A
USGS	01104420	2012-12-10	2.8	A	722	A	6.3	A
USGS	01104420	2012-12-11	2.0	A	713	A	7.4	A
USGS	01104420	2012-12-12	1.1	A	808	A	4.5	A
USGS	01104420	2012-12-13	0.89	A	910	A	3.0	A
USGS	01104420	2012-12-14	0.83	A	1060	A	3.1	A
USGS	01104420	2012-12-15	0.73	A	1120	A	3.1	A
USGS	01104420	2012-12-16	0.63	A	2590	A	3.4	A
USGS	01104420	2012-12-17	1.5	A	2560	A	2.5	A
USGS	01104420	2012-12-18	5.6	A	974	A	3.4	A
USGS	01104420	2012-12-19	3.6	A	900	A	4.1	A
USGS	01104420	2012-12-20	2.2	A	987	A	3.3	A
USGS	01104420	2012-12-21	3.6	A	856	A	5.2	A
USGS	01104420	2012-12-22	3.5	A	814	A	4.1	A
USGS	01104420	2012-12-23	2.0	A	911	A	1.6	A
USGS	01104420	2012-12-24	1.5	A	1050	A	1.5	A
USGS	01104420	2012-12-25	1.3	A	1160	A	1.8	A
USGS	01104420	2012-12-26	1.1	A	1310	A	1.4	A
USGS	01104420	2012-12-27	21	A	1580	A	1.9	A
USGS	01104420	2012-12-28	11	A	648	A	1.3	A
USGS	01104420	2012-12-29	4.8	A	978	A	0.7	A
USGS	01104420	2012-12-30	3.4	A	1540	A	0.6	A
USGS	01104420	2012-12-31	2.6	A	1310	A	0.7	A
USGS	01104420	2013-01-01	2.4	A	1280	A	0.8	A
USGS	01104420	2013-01-02	1.6	A	1340	A	0.9	A
USGS	01104420	2013-01-03	1.1	A	1410	A	1.2	A
USGS	01104420	2013-01-04	1.1	A	1440	A	1.3	A
USGS	01104420	2013-01-05	1.4	A	1380	A	1.0	A
USGS	01104420	2013-01-06	1.4	A	1340	A	1.0	A
USGS	01104420	2013-01-07	1.3	A	1250	A	1.0	A
USGS	01104420	2013-01-08	1.2	A	1240	A	1.1	A
USGS	01104420	2013-01-09	1.2	A	1250	A	1.1	A
USGS	01104420	2013-01-10	1.4	A	1140	A	1.4	A
USGS	01104420	2013-01-11	1.2	A	1190	A	1.3	A
USGS	01104420	2013-01-12	1.7	A	1200	A	1.4	A
USGS	01104420	2013-01-13	1.8	A	1190	A	2.3	A
USGS	01104420	2013-01-14	1.8	A	1050	A	5.0	A
USGS	01104420	2013-01-15	1.4	A	989	A	4.1	A
USGS	01104420	2013-01-16	1.3	A	3170	A	2.6	A
USGS	01104420	2013-01-17	1.5	A	1870	A	1.9	A
USGS	01104420	2013-01-18	1.1	A	1490	A	1.2	A
USGS	01104420	2013-01-19	1.0	A	1440	A	1.6	A
USGS	01104420	2013-01-20	1.2	A	1340	A	1.9	A
USGS	01104420	2013-01-21	0.86	A	1300	A	1.1	A
USGS	01104420	2013-01-22	0.65	A	1400	A	1.5	A
USGS	01104420	2013-01-23	0.39	A	1470	A	1.6	A
USGS	01104420	2013-01-24	0.31	A	1630	A	2.2	A
USGS	01104420	2013-01-25	0.35	A	1690	A	2.5	A
USGS	01104420	2013-01-26	0.39	A	1690	A	2.3	A
USGS	01104420	2013-01-27	0.37	A	1640	A	2.2	A
USGS	01104420	2013-01-28	0.42	A	2550	A	2.6	A
USGS	01104420	2013-01-29	0.48	A	12500	A	4.3	A
USGS	01104420	2013-01-30	0.98	A	2880	A	1.6	A
USGS	01104420	2013-01-31	5.2	A	1290	A	1.3	A
USGS	01104420	2013-02-01	2.4	A	1130	A	0.4	A
USGS	01104420	2013-02-02	1.1	A	1350	A	1.1	A
USGS	01104420	2013-02-03	0.89	A	1400	A	1.1	A
USGS	01104420	2013-02-04	0.80	A	1410	A	1.0	A
USGS	01104420	2013-02-05	0.70	A	1440	A	1.3	A
USGS	01104420	2013-02-06	0.79	A	1450	A	1.2	A
USGS	01104420	2013-02-07	0.66	A	1440	A	1.2	A
USGS	01104420	2013-02-08	0.69	A	8060	A	1.8	A
USGS	01104420	2013-02-09	2.0	A	2010	A	0.7	A
USGS	01104420	2013-02-10	1.2	A	2240	A	2.0	A
USGS	01104420	2013-02-11	1.2	A	4010	A	2.8	A
USGS	01104420	2013-02-12	1.4	A	2610	A	1.4	A
USGS	01104420	2013-02-13	1.6	A	2300	A	0.6	A
USGS	01104420	2013-02-14	2.1	A	2010	A	0.4	A
USGS	01104420	2013-02-15	2.4	A	1870	A	0.5	A
USGS	01104420	2013-02-16	2.3	A	1780	A	0.6	A
USGS	01104420	2013-02-17	1.7	A	2140	A	0.5	A
USGS	01104420	2013-02-18	1.4	A	2350	A	0.4	A
USGS	01104420	2013-02-19	1.9	A	2250	A	0.7	A
USGS	01104420	2013-02-20	3.2	A	2180	A	0.3	A
USGS	01104420	2013-02-21	2.2	A	2020	A	0.4	A
USGS	01104420	2013-02-22	1.8	A	1870	A	0.5	A
USGS	01104420	2013-02-23	1.7	A	1920	A	0.7	A
USGS	01104420	2013-02-24	3.8	A	2240	A	0.6	A
USGS	01104420	2013-02-25	4.0	A	2640	A	0.4	A
USGS	01104420	2013-02-26	3.2	A	2180	A	0.6	A
USGS	01104420	2013-02-27	13	A	1380	A	1.2	A
USGS	01104420	2013-02-28	13	A	933	A	1.3	A
USGS	01104420	2013-03-01	7.1	A	1150	A	1.6	A
USGS	01104420	2013-03-02	5.6	A	1210	A	2.4	A
USGS	01104420	2013-03-03	4.8	A	1180	A	3.3	A
USGS	01104420	2013-03-04	4.4	A	1140	A	2.8	A
USGS	01104420	2013-03-05	3.8	A	1150	A	2.9	A
USGS	01104420	2013-03-06	3.7	A	1140	A	3.3	A
USGS	01104420	2013-03-07	3.8	A	1510	A	2.2	A
USGS	01104420	2013-03-08	3.0	A	2290	A	0.7	A
USGS	01104420	2013-03-09	4.0	A	2540	A	0.9	A
USGS	01104420	2013-03-10	3.9	A	1930	A	2.1	A
USGS	01104420	2013-03-11	4.2	A	1650	A	4.7	A
USGS	01104420	2013-03-12	5.4	A	1420	A	6.4	A
USGS	01104420	2013-03-13	6.7	A	1190	A	7.6	A
USGS	01104420	2013-03-14	4.1	A	1200	A	4.7	A
USGS	01104420	2013-03-15	3.2	A	1300	A	2.2	A
USGS	01104420	2013-03-16	3.0	A	1310	A	3.1	A
USGS	01104420	2013-03-17	2.4	A	1310	A	3.6	A
USGS	01104420	2013-03-18	2.1	A	1320	A	2.8	A
USGS	01104420	2013-03-19	2.7	A	2730	A	1.2	A
USGS	01104420	2013-03-20	4.2	A	2710	A	0.9	A
USGS	01104420	2013-03-21	3.3	A	2030	A	1.5	A
USGS	01104420	2013-03-22	2.8	A	1750	A	2.9	A
USGS	01104420	2013-03-23	2.6	A	1630	A	3.0	A
USGS	01104420	2013-03-24	2.8	A	1520	A	4.3	A
USGS	01104420	2013-03-25	2.8	A	1440	A	5.0	A
USGS	01104420	2013-03-26	2.7	A	1400	A	5.9	A
USGS	01104420	2013-03-27	2.5	A	1370	A	6.4	A
USGS	01104420	2013-03-28	2.3	A	1340	A	6.6	A
USGS	01104420	2013-03-29	2.1	A	1340	A	7.0	A
USGS	01104420	2013-03-30	1.9	A	1340	A	8.7	A
USGS	01104420	2013-03-31	1.6	A	1350	A	8.4	A
USGS	01104420	2013-04-01	1.8	A	1370	A	9.9	A
USGS	01104420	2013-04-02	1.5	A	1370	A	6.4	A
USGS	01104420	2013-04-03	1.4	A	1380	A	5.6	A
USGS	01104420	2013-04-04	1.3	A	1380	A	6.7	A
USGS	01104420	2013-04-05	1.2	A	1370	A	8.2	A
USGS	01104420	2013-04-06	1.1	A	1370	A	7.5	A
USGS	01104420	2013-04-07	1.0	A	1350	A	7.4	A
USGS	01104420	2013-04-08	1.1	A	1350	A	10.4	A
USGS	01104420	2013-04-09	1.2	A	1390	A	12.8	A
USGS	01104420	2013-04-10	1.3	A	1370	A	13.0	A
USGS	01104420	2013-04-11	1.6	A	1280	A	11.8	A
USGS	01104420	2013-04-12	2.1	A	1140	A	8.1	A
USGS	01104420	2013-04-13	2.5	A	1030	A	7.8	A
USGS	01104420	2013-04-14	1.6	A	1110	A	9.2	A
USGS	01104420	2013-04-15	1.2	A	1200	A	9.3	A
USGS	01104420	2013-04-16	1.0	A	1250	A	11.4	A
USGS	01104420	2013-04-17	0.99	A	1300	A	14.1	A
USGS	01104420	2013-04-18	0.85	A	1340	A	12.9	A
USGS	01104420	2013-04-19	0.83	A	1350	A	14.4	A
USGS	01104420	2013-04-20	2.1	A	1070	A	14.6	A
USGS	01104420	2013-04-21	1.4	A	1090	A	11.6	A
USGS	01104420	2013-04-22	0.94	A	1170	A	11.2	A
USGS	01104420	2013-04-23	0.87	A	1180	A	9.1	A
USGS	01104420	2013-04-24	0.89	A	1230	A	11.6	A
USGS	01104420	2013-04-25	0.86	A	1250	A	14.3	A
USGS	01104420	2013-04-26	0.76	A	1280	A	13.5	A
USGS	01104420	2013-04-27	0.69	A	1300	A	13.5	A
