# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-06-30 10:13:06 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01104405 HOBBS BROOK AT MILL ST NR LINCOLN, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01104405
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#    03   00010     00003     Temperature, water, degrees Celsius (Mean)
#    04   00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd	03_00010_00003	03_00010_00003_cd	04_00095_00003	04_00095_00003_cd
USGS	01104405	2011-12-22	7.3	A	4.8	A	213	A
USGS	01104405	2011-12-23	11	A	4.6	A	204	A
USGS	01104405	2011-12-24	6.9	A	1.7	A	208	A
USGS	01104405	2011-12-25	4.6	A	1.1	A	233	A
USGS	01104405	2011-12-26	4.6	A	2.1	A	236	A
USGS	01104405	2011-12-27	4.5	A	2.3	A	238	A
USGS	01104405	2011-12-28	6.3	A	4.0	A	215	A
USGS	01104405	2011-12-29	4.3	A	0.8	A	232	A
USGS	01104405	2011-12-30	3.8	A	1.6	A	246	A
USGS	01104405	2011-12-31	3.9	A	2.5	A	244	A
USGS	01104405	2012-01-01	4.0	A	2.9	A	240	A
USGS	01104405	2012-01-02	4.1	A	3.6	A	237	A
USGS	01104405	2012-01-03	3.6	A	1.0	A	247	A
USGS	01104405	2012-01-04	2.8	A	0.2	A	280	A
USGS	01104405	2012-01-05	2.6	A	0.9	A	279	A
USGS	01104405	2012-01-06	2.9	A	1.6	A	267	A
USGS	01104405	2012-01-07	3.1	A	2.2	A	260	A
USGS	01104405	2012-01-08	3.1	A	2.2	A	251	A
USGS	01104405	2012-01-09	2.9	A	1.2	A	259	A
USGS	01104405	2012-01-10	2.9	A	2.0	A	262	A
USGS	01104405	2012-01-11	2.8	A	1.6	A	260	A
USGS	01104405	2012-01-12	9.0	A	1.5	A	411	A
USGS	01104405	2012-01-13	9.6	A	1.4	A	237	A
USGS	01104405	2012-01-14	5.2	A	0.8	A	233	A
USGS	01104405	2012-01-15	3.6	A	0.1	A	263	A
USGS	01104405	2012-01-16	2.5	A	0.2	A	291	A
USGS	01104405	2012-01-17	2.8	A	0.7	A	413	A
USGS	01104405	2012-01-18	3.8	A	1.1	A	273	A
USGS	01104405	2012-01-19	3.2	A	0.3	A	266	A
USGS	01104405	2012-01-20	2.8	A	0.5	A	277	A
USGS	01104405	2012-01-21	2.8	A	0.1	A	313	A
USGS	01104405	2012-01-22	2.9	A	0.2	A	293	A
USGS	01104405	2012-01-23	2.9	A	1.0	A	292	A
USGS	01104405	2012-01-24	5.2	A	1.9	A	359	A
USGS	01104405	2012-01-25	4.9	A	1.7	A	240	A
USGS	01104405	2012-01-26	4.2	A	2.0	A	255	A
USGS	01104405	2012-01-27	16	A	1.2	A	264	A
USGS	01104405	2012-01-28	10	A	1.4	A	208	A
USGS	01104405	2012-01-29	6.1	A	1.5	A	224	A
USGS	01104405	2012-01-30	4.9	A	1.3	A	239	A
USGS	01104405	2012-01-31	4.4	A	1.7	A	248	A
USGS	01104405	2012-02-01	4.5	A	3.0	A	247	A
USGS	01104405	2012-02-02	4.4	A	2.5	A	242	A
USGS	01104405	2012-02-03	3.9	A	1.6	A	250	A
USGS	01104405	2012-02-04	3.7	A	1.9	A	257	A
USGS	01104405	2012-02-05	3.4	A	0.8	A	265	A
USGS	01104405	2012-02-06	3.3	A	1.5	A	272	A
USGS	01104405	2012-02-07	3.3	A	1.8	A	264	A
USGS	01104405	2012-02-08	3.1	A	1.1	A	267	A
USGS	01104405	2012-02-09	3.0	A	1.9	A	267	A
USGS	01104405	2012-02-10	2.9	A	2.0	A	267	A
USGS	01104405	2012-02-11	3.1	A	2.8	A	262	A
USGS	01104405	2012-02-12	2.7	A	0.4	A	271	A
USGS	01104405	2012-02-13	2.3	A	0.6	A	292	A
USGS	01104405	2012-02-14	2.3	A	1.3	A	288	A
USGS	01104405	2012-02-15	2.6	A	2.3	A	269	A
USGS	01104405	2012-02-16	2.7	A	2.4	A	262	A
USGS	01104405	2012-02-17	3.2	A	3.8	A	255	A
USGS	01104405	2012-02-18	2.9	A	2.8	A	250	A
USGS	01104405	2012-02-19	2.5	A	2.7	A	259	A
USGS	01104405	2012-02-20	2.3	A	1.8	A	266	A
USGS	01104405	2012-02-21	2.2	A	1.9	A	273	A
USGS	01104405	2012-02-22	2.3	A	4.0	A	270	A
USGS	01104405	2012-02-23	2.4	A	4.9	A	263	A
USGS	01104405	2012-02-24	3.2	A	3.4	A	270	A
USGS	01104405	2012-02-25	5.9	A	3.0	A	230	A
USGS	01104405	2012-02-26	3.6	A	1.9	A	239	A
USGS	01104405	2012-02-27	3.0	A	2.6	A	259	A
USGS	01104405	2012-02-28	2.9	A	3.8	A	260	A
USGS	01104405	2012-02-29	2.6	A	2.2	A	321	A
USGS	01104405	2012-03-01	3.6	A	0.7	A	1110	A
USGS	01104405	2012-03-02	4.1	A	1.0	A	468	A
USGS	01104405	2012-03-03	5.4	A	1.3	A	859	A
USGS	01104405	2012-03-04	5.2	A	1.6	A	325	A
USGS	01104405	2012-03-05	3.9	A	1.8	A	293	A
USGS	01104405	2012-03-06	3.4	A	1.4	A	305	A
USGS	01104405	2012-03-07	4.1	A	3.4	A	295	A
USGS	01104405	2012-03-08	5.9	A	6.8	A	254	A
USGS	01104405	2012-03-09	4.7	A	6.8	A	253	A
USGS	01104405	2012-03-10	3.7	A	4.0	A	269	A
USGS	01104405	2012-03-11	3.2	A	4.6	A	284	A
USGS	01104405	2012-03-12	3.1	A	7.4	A	289	A
USGS	01104405	2012-03-13	3.3	A	10.5	A	300	A
USGS	01104405	2012-03-14	3.1	A	10	A	291	A
USGS	01104405	2012-03-15	2.8	A	7.4	A	292	A
USGS	01104405	2012-03-16	2.9	A	6.1	A	297	A
USGS	01104405	2012-03-17	3.0	A	6.9	A	289	A
USGS	01104405	2012-03-18	2.8	A	9.0	A	290	A
USGS	01104405	2012-03-19	2.6	A	11.4	A	288	A
USGS	01104405	2012-03-20	2.4	A	11.8	A	291	A
USGS	01104405	2012-03-21	2.3	A	13.9	A	292	A
USGS	01104405	2012-03-22	2.1	A	14.9	A	293	A
USGS	01104405	2012-03-23	2.0	A	14.9	A	295	A
USGS	01104405	2012-03-24	1.9	A	10.8	A	299	A
USGS	01104405	2012-03-25	1.9	A	9.2	A	300	A
USGS	01104405	2012-03-26	1.8	A	8.5	A	298	A
USGS	01104405	2012-03-27	1.6	A	5.5	A	299	A
USGS	01104405	2012-03-28	1.7	A	6.4	A	303	A
USGS	01104405	2012-03-29	1.8	A	7.4	A	298	A
USGS	01104405	2012-03-30	1.7	A	7.4	A	295	A
USGS	01104405	2012-03-31	1.6	A	6.8	A	298	A
USGS	01104405	2012-04-01	1.6	A	6.3	A	300	A
USGS	01104405	2012-04-02	2.3	A	7.9	A	307	A
USGS	01104405	2012-04-03	1.8	A	7.6	A	294	A
USGS	01104405	2012-04-04	1.6	A	9.5	A	299	A
USGS	01104405	2012-04-05	1.4	A	8.5	A	303	A
USGS	01104405	2012-04-06	1.4	A	7.8	A	307	A
USGS	01104405	2012-04-07	1.3	A	7.8	A	308	A
USGS	01104405	2012-04-08	1.3	A	7.8	A	310	A
USGS	01104405	2012-04-09	1.3	A	8.3	A	310	A
USGS	01104405	2012-04-10	1.2	A	9.8	A	311	A
USGS	01104405	2012-04-11	1.2	A	10.1	A	312	A
USGS	01104405	2012-04-12	1.6	A	8.2	A	316	A
USGS	01104405	2012-04-13	1.9	A	9.5	A	297	A
USGS	01104405	2012-04-14	1.5	A	11.3	A	297	A
USGS	01104405	2012-04-15	1.4	A	13.8	A	303	A
USGS	01104405	2012-04-16	1.2	A	17.2	A	307	A
USGS	01104405	2012-04-17	1.1	A	17.4	A	312	A
USGS	01104405	2012-04-18	1.0	A	14.0	A	320	A
USGS	01104405	2012-04-19	0.98	A	14.0	A	326	A
USGS	01104405	2012-04-20	0.93	A	14.9	A	327	A
USGS	01104405	2012-04-21	0.91	A	15.8	A	328	A
USGS	01104405	2012-04-22	1.7	A	12.9	A	319	A
USGS	01104405	2012-04-23	21	A	10.7	A	225	A
USGS	01104405	2012-04-24	8.8	A	11.6	A	217	A
USGS	01104405	2012-04-25	4.3	A	11.3	A	245	A
USGS	01104405	2012-04-26	3.2	A	11.4	A	263	A
USGS	01104405	2012-04-27	2.7	A	12.1	A	275	A
USGS	01104405	2012-04-28	2.3	A	10.2	A	285	A
USGS	01104405	2012-04-29	2.1	A	10.8	A	293	A
USGS	01104405	2012-04-30	1.9	A	10.6	A	296	A
USGS	01104405	2012-05-01	4.3	A	9.8	A	286	A
USGS	01104405	2012-05-02	4.3	A	9.7	A	256	A
USGS	01104405	2012-05-03	3.4	A	9.9	A	274	A
USGS	01104405	2012-05-04	3.1	A	10.6	A	280	A
USGS	01104405	2012-05-05	4.4	A	11.7	A	266	A
USGS	01104405	2012-05-06	3.3	A	11.9	A	277	A
USGS	01104405	2012-05-07	2.6	A	13.1	A	288	A
USGS	01104405	2012-05-08	2.6	A	11.7	A	290	A
USGS	01104405	2012-05-09	3.0	A	12.4	A	281	A
USGS	01104405	2012-05-10	14	A	13.5	A	212	A
USGS	01104405	2012-05-11	6.2	A	12.2	A	226	A
USGS	01104405	2012-05-12	3.9	A	13.3	A	249	A
USGS	01104405	2012-05-13	3.1	A	15.0	A	266	A
USGS	01104405	2012-05-14	2.7	A	15.1	A	276	A
USGS	01104405	2012-05-15	3.1	A	15.2	A	272	A
USGS	01104405	2012-05-16	5.7	A	15.5	A	246	A
USGS	01104405	2012-05-17	3.9	A	15.4	A	255	A
USGS	01104405	2012-05-18	2.9	A	13.8	A	271	A
USGS	01104405	2012-05-19	2.5	A	14.4	A	278	A
USGS	01104405	2012-05-20	2.1	A	15.2	A	281	A
USGS	01104405	2012-05-21	2.0	A	14.2	A	285	A
USGS	01104405	2012-05-22	2.7	A	14.3	A	278	A
USGS	01104405	2012-05-23	3.4	A	15.6	A	257	A
USGS	01104405	2012-05-24	2.5	A	16.4	A	273	A
USGS	01104405	2012-05-25	2.1	A	16.2	A	280	A
USGS	01104405	2012-05-26	1.9	A	17.6	A	283	A
USGS	01104405	2012-05-27	1.5	A	17.2	A	291	A
USGS	01104405	2012-05-28	1.3	A	17.3	A	301	A
USGS	01104405	2012-05-29	1.3	A	16.6	A	306	A
USGS	01104405	2012-05-30	2.2	A	16.8	A	282	A
USGS	01104405	2012-05-31	1.5	A	17.5	A	288	A
USGS	01104405	2012-06-01	1.1	A	16.1	A	303	A
USGS	01104405	2012-06-02	6.0	A	14.4	A	252	A
USGS	01104405	2012-06-03	6.9	A	15.0	A	223	A
USGS	01104405	2012-06-04	4.2	A	13.0	A	248	A
USGS	01104405	2012-06-05	3.9	A	12.3	A	256	A
USGS	01104405	2012-06-06	3.0	A	12.8	A	267	A
USGS	01104405	2012-06-07	2.5	A	14.1	A	275	A
USGS	01104405	2012-06-08	2.5	A	14.6	A	274	A
USGS	01104405	2012-06-09	2.4	A	15.9	A	277	A
USGS	01104405	2012-06-10	1.8	A	16.3	A	284	A
USGS	01104405	2012-06-11	1.5	A	15.9	A	297	A
USGS	01104405	2012-06-12	1.2	A	16.3	A	307	A
USGS	01104405	2012-06-13	3.4	A	16.0	A	271	A
USGS	01104405	2012-06-14	3.0	A	16.6	A	263	A
USGS	01104405	2012-06-15	2.0	A	15.8	A	285	A
USGS	01104405	2012-06-16	1.5	A	14.9	A	300	A
USGS	01104405	2012-06-17	1.3	A	14.5	A	311	A
USGS	01104405	2012-06-18	1.1	A	14.4	A	319	A
USGS	01104405	2012-06-19	1.1	A	15.3	A	320	A
USGS	01104405	2012-06-20	0.95	A	18.2	A	322	A
USGS	01104405	2012-06-21	0.73	A	20.5	A	331	A
USGS	01104405	2012-06-22	0.54	A	21.0	A	339	A
USGS	01104405	2012-06-23	1.8	A	20.1	A	309	A
USGS	01104405	2012-06-24	2.6	A	18.8	A	262	A
USGS	01104405	2012-06-25	3.1	A	17.9	A	266	A
USGS	01104405	2012-06-26	2.9	A	17.2	A	261	A
USGS	01104405	2012-06-27	1.7	A	16.7	A	297	A
USGS	01104405	2012-06-28	1.2	A	17.8	A	314	A
USGS	01104405	2012-06-29	1.1	A	18.6	A	324	A
USGS	01104405	2012-06-30	0.77	A	19.3	A	330	A
USGS	01104405	2012-07-01	0.55	A	20.2	A	335	A
USGS	01104405	2012-07-02	0.42	A	19.9	A	339	A
USGS	01104405	2012-07-03	0.34	A	19.6	A	340	A
USGS	01104405	2012-07-04	0.74	A	19.8	A	326	A
USGS	01104405	2012-07-05	0.60	A	20.5	A	333	A
USGS	01104405	2012-07-06	0.37	A	20.2	A	349	A
USGS	01104405	2012-07-07	0.31	A	20.1	A	346	A
USGS	01104405	2012-07-08	0.26	A	20.4	A	338	A
USGS	01104405	2012-07-09	0.18	A	19.7	A	343	A
USGS	01104405	2012-07-10	0.14	A	18.6	A	344	A
USGS	01104405	2012-07-11	0.11	A	19.4	A	338	A
USGS	01104405	2012-07-12	0.08	A	20.5	A	334	A
USGS	01104405	2012-07-13	0.06	A	21.2	A	330	A
USGS	01104405	2012-07-14	0.05	A	21.6	A	328	A
USGS	01104405	2012-07-15	0.05	A	21.6	A	326	A
USGS	01104405	2012-07-16	0.04	A	23.0	A	323	A
USGS	01104405	2012-07-17	0.03	A	23.2	A	324	A
USGS	01104405	2012-07-18	0.02	A	23.9	A	327	A
USGS	01104405	2012-07-19	0.03	A	22.6	A	322	A
USGS	01104405	2012-07-20	0.01	A	20.8	A	331	A
USGS	01104405	2012-07-21	0.01	A	19.3	A	329	A
USGS	01104405	2012-07-22	0.01	A	20.8	A	330	A
USGS	01104405	2012-07-23	0.01	A	22.5	A	332	A
USGS	01104405	2012-07-24	0.02	A	23.1	A	328	A
USGS	01104405	2012-07-25	0.01	A	20.9	A	339	A
USGS	01104405	2012-07-26	0.01	A	21.4	A	325	A
USGS	01104405	2012-07-27	0.01	A	21.9	A	327	A
USGS	01104405	2012-07-28	0.10	A	20.7	A	310	A
USGS	01104405	2012-07-29	0.13	A	19.5	A	303	A
USGS	01104405	2012-07-30	0.05	A	19.5	A	344	A
USGS	01104405	2012-07-31	0.02	A	19.9	A	346	A
USGS	01104405	2012-08-01	0.22	A	20.4	A	286	A
USGS	01104405	2012-08-02	0.12	A	21.4	A	354	A
USGS	01104405	2012-08-03	0.04	A	22.6	A	379	A
USGS	01104405	2012-08-04	0.02	A	23.3	A	380	A
USGS	01104405	2012-08-05	0.04	A	23.6	A	381	A
USGS	01104405	2012-08-06	0.05	A	23.2	A	315	A
USGS	01104405	2012-08-07	0.01	A	21.1	A	356	A
USGS	01104405	2012-08-08	0.01	A	22.0	A	369	A
USGS	01104405	2012-08-09	0.00	A	23.7	A	370	A
USGS	01104405	2012-08-10	0.36	A	23.7	A	330	A
USGS	01104405	2012-08-11	0.50	A	21.7	A	338	A
USGS	01104405	2012-08-12	0.17	A	21.8	A	386	A
USGS	01104405	2012-08-13	0.09	A	21.5	A	406	A
USGS	01104405	2012-08-14	0.04	A	20.6	A	420	A
USGS	01104405	2012-08-15	0.79	A	20.8	A	345	A
USGS	01104405	2012-08-16	3.9	A	20.8	A	293	A
USGS	01104405	2012-08-17	1.2	A	20.2	A	351	A
USGS	01104405	2012-08-18	0.83	A	19.6	A	393	A
USGS	01104405	2012-08-19	0.59	A	17.8	A	400	A
USGS	01104405	2012-08-20	0.40	A	18.2	A	410	A
USGS	01104405	2012-08-21	0.27	A	19.0	A	422	A
USGS	01104405	2012-08-22	0.17	A	18.4	A	434	A
USGS	01104405	2012-08-23	0.11	A	19.2	A	444	A
USGS	01104405	2012-08-24	0.06	A	19.8	A	450	A
USGS	01104405	2012-08-25	0.04	A	20.1	A	447	A
USGS	01104405	2012-08-26	0.02	A	19.1	A	442	A
USGS	01104405	2012-08-27	0.01	A	19.5	A	430	A
USGS	01104405	2012-08-28	0.05	A	21.0	A	415	A
USGS	01104405	2012-08-29	0.02	A	18.6	A	402	A
USGS	01104405	2012-08-30	0.01	A	17.2	A	411	A
USGS	01104405	2012-08-31	0.01	A	18.8	A	409	A
USGS	01104405	2012-09-01	0.00	A	20.1	A	399	A
USGS	01104405	2012-09-02	0.00	A	18.7	A	392	A
USGS	01104405	2012-09-03	0.00	A	18.6	A	386	A
USGS	01104405	2012-09-04	0.04	A	18.6	A	360	A
USGS	01104405	2012-09-05	0.58	A	20.2	A	299	A
USGS	01104405	2012-09-06	0.22	A	19.7	A	388	A
USGS	01104405	2012-09-07	0.63	A	20.3	A	385	A
USGS	01104405	2012-09-08	0.87	A	20.8	A	371	A
USGS	01104405	2012-09-09	0.69	A	18.6	A	409	A
USGS	01104405	2012-09-10	0.34	A	15.8	A	466	A
USGS	01104405	2012-09-11	0.21	A	14.3	A	500	A
USGS	01104405	2012-09-12	0.14	A	14.7	A	511	A
USGS	01104405	2012-09-13	0.10	A	16.6	A	511	A
USGS	01104405	2012-09-14	0.08	A	17.8	A	501	A
USGS	01104405	2012-09-15	0.07	A	17.6	A	486	A
USGS	01104405	2012-09-16	0.03	A	14.4	A	477	A
USGS	01104405	2012-09-17	0.02	A	13.4	A	472	A
USGS	01104405	2012-09-18	0.03	A	15.3	A	457	A
USGS	01104405	2012-09-19	2.8	A	17.6	A	307	A
USGS	01104405	2012-09-20	1.00	A	13.7	A	393	A
USGS	01104405	2012-09-21	0.55	A	12.7	A	451	A
USGS	01104405	2012-09-22	0.44	A	14.3	A	469	A
USGS	01104405	2012-09-23	0.40	A	15.7	A	467	A
USGS	01104405	2012-09-24	0.23	A	12.5	A	486	A
USGS	01104405	2012-09-25	0.16	A	12.3	A	506	A
USGS	01104405	2012-09-26	0.13	A	14.8	A	508	A
USGS	01104405	2012-09-27	0.11	A	15.5	A	505	A
USGS	01104405	2012-09-28	0.50	A	13.0	A	452	A
USGS	01104405	2012-09-29	1.9	A	13.6	A	353	A
USGS	01104405	2012-09-30	1.2	A	13.4	A	399	A
USGS	01104405	2012-10-01	0.88	A	13.2	A	423	A
USGS	01104405	2012-10-02	0.67	A	14.1	A	438	A
USGS	01104405	2012-10-03	0.84	A	15.0	A	443	A
USGS	01104405	2012-10-04	0.95	A	15.1	A	435	A
USGS	01104405	2012-10-05	0.85	A	15.8	A	439	A
USGS	01104405	2012-10-06	0.64	A	16.0	A	449	A
USGS	01104405	2012-10-07	0.50	A	12.8	A	474	A
USGS	01104405	2012-10-08	0.89	A	11.3	A	451	A
USGS	01104405	2012-10-09	0.83	A	11.5	A	450	A
USGS	01104405	2012-10-10	1.1	A	12.1	A	444	A
USGS	01104405	2012-10-11	1.3	A	11.6	A	407	A
USGS	01104405	2012-10-12	1.0	A	9.5	A	431	A
USGS	01104405	2012-10-13	0.88	A	7.3	A	440	A
USGS	01104405	2012-10-14	1.7	A	9.5	A	424	A
USGS	01104405	2012-10-15	2.3	A	13.6	A	403	A
USGS	01104405	2012-10-16	2.7	A	13.3	A	381	A
USGS	01104405	2012-10-17	1.8	A	9.5	A	400	A
USGS	01104405	2012-10-18	1.7	A	10.1	A	417	A
USGS	01104405	2012-10-19	2.1	A	12.1	A	421	A
USGS	01104405	2012-10-20	10	A	15.8	A	242	A
USGS	01104405	2012-10-21	4.5	A	13.2	A	279	A
USGS	01104405	2012-10-22	2.6	A	12.2	A	296	A
USGS	01104405	2012-10-23	1.7	A	11.6	A	319	A
USGS	01104405	2012-10-24	1.4	A	11.3	A	335	A
USGS	01104405	2012-10-25	1.2	A	10.8	A	345	A
USGS	01104405	2012-10-26	1.1	A	11.4	A	349	A
USGS	01104405	2012-10-27	1.1	A	11.9	A	349	A
USGS	01104405	2012-10-28	1.0	A	11.9	A	348	A
USGS	01104405	2012-10-29	5.9	A	12.6	A	278	A
USGS	01104405	2012-10-30	21	A	14.5	A	192	A
USGS	01104405	2012-10-31	11	A	13.2	A	198	A
USGS	01104405	2012-11-01	5.3	A	11.5	A	220	A
USGS	01104405	2012-11-02	3.5	A	10.7	A	244	A
USGS	01104405	2012-11-03	2.7	A	9.8	A	263	A
USGS	01104405	2012-11-04	2.0	A	8.4	A	274	A
USGS	01104405	2012-11-05	1.7	A	7.5	A	284	A
USGS	01104405	2012-11-06	1.4	A	5.1	A	293	A
USGS	01104405	2012-11-07	1.3	A	4.3	A	298	A
USGS	01104405	2012-11-08	2.1	A	4.2	A	951	A
USGS	01104405	2012-11-09	2.3	A	5.8	A	373	A
USGS	01104405	2012-11-10	1.8	A	5.8	A	317	A
USGS	01104405	2012-11-11	1.6	A	7.5	A	316	A
USGS	01104405	2012-11-12	1.6	A	9.5	A	317	A
USGS	01104405	2012-11-13	2.1	A	10.8	A	330	A
USGS	01104405	2012-11-14	1.9	A	6.9	A	323	A
USGS	01104405	2012-11-15	1.4	A	5.3	A	309	A
USGS	01104405	2012-11-16	1.2	A	5.3	A	318	A
USGS	01104405	2012-11-17	0.94	A	4.6	A	323	A
USGS	01104405	2012-11-18	0.82	A	4.1	A	326	A
USGS	01104405	2012-11-19	0.78	A	3.9	A	328	A
USGS	01104405	2012-11-20	0.73	A	3.9	A	328	A
USGS	01104405	2012-11-21	0.72	A	4.9	A	326	A
USGS	01104405	2012-11-22	0.70	A	5.5	A	326	A
USGS	01104405	2012-11-23	0.67	A	5.4	A	325	A
USGS	01104405	2012-11-24	0.65	A	6.0	A	327	A
USGS	01104405	2012-11-25	0.52	A	3.2	A	331	A
USGS	01104405	2012-11-26	0.49	A	3.2	A	331	A
USGS	01104405	2012-11-27	0.50	A	3.1	A	332	A
USGS	01104405	2012-11-28	0.59	A	3.6	A	330	A
USGS	01104405	2012-11-29	0.48	A	2.5	A	324	A
USGS	01104405	2012-11-30	0.44	A	2.8	A	322	A
USGS	01104405	2012-12-01	0.40	A	2.1	A	337	A
USGS	01104405	2012-12-02	0.46	A	3.6	A	326	A
USGS	01104405	2012-12-03	0.54	A	6.2	A	321	A
USGS	01104405	2012-12-04	0.46	A	5.6	A	320	A
USGS	01104405	2012-12-05	0.55	A	8.2	A	320	A
USGS	01104405	2012-12-06	0.35	A	3.3	A	327	A
USGS	01104405	2012-12-07	0.33	A	2.9	A	331	A
USGS	01104405	2012-12-08	0.82	A	5.6	A	352	A
USGS	01104405	2012-12-09	0.82	A	5.2	A	316	A
USGS	01104405	2012-12-10	2.5	A	6.5	A	297	A
USGS	01104405	2012-12-11	1.9	A	7.2	A	283	A
USGS	01104405	2012-12-12	1.1	A	3.7	A	306	A
USGS	01104405	2012-12-13	0.79	A	2.6	A	319	A
USGS	01104405	2012-12-14	0.75	A	2.4	A	326	A
USGS	01104405	2012-12-15	0.76	A	2.2	A	327	A
USGS	01104405	2012-12-16	0.73	A	1.6	A	383	A
USGS	01104405	2012-12-17	1.0	A	2.1	A	2210	A
USGS	01104405	2012-12-18	6.6	A	2.6	A	478	A
USGS	01104405	2012-12-19	5.0	A	3.5	A	269	A
USGS	01104405	2012-12-20	3.1	A	3.1	A	277	A
USGS	01104405	2012-12-21	5.7	A	5.1	A	284	A
USGS	01104405	2012-12-22	5.0	A	3.7	A	247	A
USGS	01104405	2012-12-23	2.8	A	1.8	A	266	A
USGS	01104405	2012-12-24	2.0	A	1.7	A	281	A
USGS	01104405	2012-12-25	1.9	A	2.0	A	295	A
USGS	01104405	2012-12-26	1.4	A	1.1	A	307	A
USGS	01104405	2012-12-27	23	A	1.3	A	623	A
USGS	01104405	2012-12-28	13	A	0.9	A	247	A
