# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-03-19 14:47:29 EDT       (nadww01)
#
# US Geological Survey groundwater levels
#
# Data for the following 1 site(s) are contained in this file
#    USGS 422627071154002 MA-LTW  104 LEXINGTON, MA 
# -----------------------------------------------------------------------------------
#
# The fields in this file include:
# ---------------------------------
# agency_cd     Agency code
# site_no       USGS site number
# site_tp_cd    Site type code
# lev_dt        Date level measured
# lev_tm        Time level measured
# lev_tz_cd     Time datum
# lev_va        Water-level value in feet below land surface
# sl_lev_va     Water-level value in feet above specific vertical datum
# sl_datum_cd   Referenced vertical datum
# lev_status_cd Status
# lev_agency_cd Measuring agency
# lev_dt_acy_cd Water-level date-time accuracy
# lev_acy_cd    Water-level accuracy
# lev_src_cd    Source of measurement
# lev_meth_cd   Method of measurement
# lev_age_cd    Water-level approval status
#
# Referenced agency codes (lev_agency_cd) included in this output:
#
#     ""         Not determined
#     MA035      Massachusetts Department of Environmental Protection
#     USGS       U.S. Geological Survey
#
# Referenced site type codes (site_tp_cd) included in this output:
#
#     GW         Well
#
# Referenced water-level site status codes (lev_status_cd) included in this output:
#
#     ""         The reported water-level measurement represents a static level
#
# Referenced water-level date-time accuracy codes (lev_dt_acy_cd) included in this output:
#
#     D          Date is accurate to the Day
#     m          Date is accurate to the Minute
#
# Referenced water-level accuracy codes (lev_acy_cd) included in this output:
#
#     0          Water level accuracy to nearest foot
#     1          Water level accuracy to nearest tenth of a foot
#     2          Water level accuracy to nearest hundredth of a foot
#
# Referenced source of measurement codes (lev_src_cd) included in this output:
#
#     A          Reported by another government agency (do not use "A" if reported by owner, use "O").
#     R          Reported by person other than the owner, driller, or another government agency.
#     S          Measured by personnel of reporting agency.
#     U          Source is unknown.
#
# Referenced method of measurement codes (lev_meth_cd) included in this output:
#
#     S          Steel-tape measurement.
#     T          Electric-tape measurement.
#     U          Unknown
#     V          Calibrated electric-tape measurement.
#
# Referenced water-level approval-status codes (lev_age_cd) included in this output:
#
#     A          Approved for publication -- Processing and review completed.
#     P          Provisional data subject to revision.
#
agency_cd	site_no	site_tp_cd	lev_dt	lev_tm	lev_tz_cd	lev_va	sl_lev_va	sl_datum_cd	lev_status_cd	lev_agency_cd	lev_dt_acy_cd	lev_acy_cd	lev_src_cd	lev_meth_cd	lev_age_cd
USGS	422627071154002	GW	1968-03-27			2.09					D	2	U	S	A
USGS	422627071154002	GW	1968-04-25			2.78					D	2	U	S	A
USGS	422627071154002	GW	1968-05-27			1.55					D	2	U	S	A
USGS	422627071154002	GW	1968-06-26			2.96					D	2	U	S	A
USGS	422627071154002	GW	1968-07-24			3.34					D	2	U	S	A
USGS	422627071154002	GW	1968-08-27			3.6					D	1	U	S	A
USGS	422627071154002	GW	1968-09-27			3.75					D	2	U	S	A
USGS	422627071154002	GW	1968-10-29			3.5					D	1	U	S	A
USGS	422627071154002	GW	1968-11-26			2.9					D	1	U	S	A
USGS	422627071154002	GW	1968-12-27			2.75					D	2	U	S	A
USGS	422627071154002	GW	1969-01-28			2.79					D	2	U	S	A
USGS	422627071154002	GW	1969-02-24			2.27					D	2	U	S	A
USGS	422627071154002	GW	1969-03-27			1.53					D	2	U	S	A
USGS	422627071154002	GW	1969-04-28			2.24					D	2	U	S	A
USGS	422627071154002	GW	1969-05-27			3.08					D	2	U	S	A
USGS	422627071154002	GW	1969-06-27			3.46					D	2	U	S	A
USGS	422627071154002	GW	1969-07-29			3.37					D	2	U	S	A
USGS	422627071154002	GW	1969-08-27			3.79					D	2	U	S	A
USGS	422627071154002	GW	1969-09-26			3.27					D	2	U	S	A
USGS	422627071154002	GW	1969-10-28			3.31					D	2	U	S	A
USGS	422627071154002	GW	1969-11-26			2.6					D	1	U	S	A
USGS	422627071154002	GW	1969-12-29			1.97					D	2	U	S	A
USGS	422627071154002	GW	1970-01-26			2.97					D	2	U	S	A
USGS	422627071154002	GW	1970-02-24			2.54					D	2	U	S	A
USGS	422627071154002	GW	1970-03-26			2.5					D	1	U	S	A
USGS	422627071154002	GW	1970-04-27			2.61					D	2	U	S	A
USGS	422627071154002	GW	1970-05-25			2.67					D	2	U	S	A
USGS	422627071154002	GW	1970-06-25			3.39					D	2	U	S	A
USGS	422627071154002	GW	1970-07-28			3.62					D	2	U	S	A
USGS	422627071154002	GW	1970-08-25			3.23					D	2	U	S	A
USGS	422627071154002	GW	1970-09-25			3.31					D	2	U	S	A
USGS	422627071154002	GW	1970-10-27			2.8					D	1	U	S	A
USGS	422627071154002	GW	1970-11-24			2.92					D	2	U	S	A
USGS	422627071154002	GW	1970-12-22			2.72					D	2	U	S	A
USGS	422627071154002	GW	1971-01-25			3.3					D	1	U	S	A
USGS	422627071154002	GW	1971-02-23			2.33					D	2	U	S	A
USGS	422627071154002	GW	1971-03-24			2.16					D	2	U	S	A
USGS	422627071154002	GW	1971-04-22			2.6					D	1	U	S	A
USGS	422627071154002	GW	1971-05-21			2.48					D	2	U	S	A
USGS	422627071154002	GW	1971-06-23			3.24					D	2	U	S	A
USGS	422627071154002	GW	1971-07-23			3.5					D	1	U	S	A
USGS	422627071154002	GW	1971-08-23			3.68					D	2	U	S	A
USGS	422627071154002	GW	1971-09-27			3.53					D	2	U	S	A
USGS	422627071154002	GW	1971-10-22			3.53					D	2	U	S	A
USGS	422627071154002	GW	1971-11-22			3.33					D	2	U	S	A
USGS	422627071154002	GW	1971-12-22			2.84					D	2	U	S	A
USGS	422627071154002	GW	1972-01-24			2.79					D	2	U	S	A
USGS	422627071154002	GW	1972-02-22			2.7					D	1	U	S	A
USGS	422627071154002	GW	1972-03-23			1.55					D	2	U	S	A
USGS	422627071154002	GW	1972-04-21			2.29					D	2	U	S	A
USGS	422627071154002	GW	1972-05-23			2.28					D	2	U	S	A
USGS	422627071154002	GW	1972-06-23			2.27					D	2	U	S	A
USGS	422627071154002	GW	1972-07-25			2.76					D	2	U	S	A
USGS	422627071154002	GW	1972-08-25			3.47					D	2	U	S	A
USGS	422627071154002	GW	1972-09-25			3.11					D	2	U	S	A
USGS	422627071154002	GW	1972-10-25			3.19					D	2	U	S	A
USGS	422627071154002	GW	1972-11-24			2.35					D	2	U	S	A
USGS	422627071154002	GW	1972-12-26			2.2					D	1	U	S	A
USGS	422627071154002	GW	1973-01-25			2.34					D	2	U	S	A
USGS	422627071154002	GW	1973-02-22			2.49					D	2	U	S	A
USGS	422627071154002	GW	1973-03-23			2.6					D	1	U	S	A
USGS	422627071154002	GW	1973-04-24			2.61					D	2	U	S	A
USGS	422627071154002	GW	1973-05-24			2.45					D	2	U	S	A
USGS	422627071154002	GW	1973-06-25			2.99					D	2	U	S	A
USGS	422627071154002	GW	1973-07-25			3.03					D	2	U	S	A
USGS	422627071154002	GW	1973-08-24			3.2					D	1	U	S	A
USGS	422627071154002	GW	1973-09-25			3.4					D	1	U	S	A
USGS	422627071154002	GW	1973-10-25			3.55					D	2	U	S	A
USGS	422627071154002	GW	1973-11-26			3.25					D	2	U	S	A
USGS	422627071154002	GW	1973-12-20			2.31					D	2	U	S	A
USGS	422627071154002	GW	1974-01-23			2.5					D	1	U	S	A
USGS	422627071154002	GW	1974-02-22			2.24					D	2	U	S	A
USGS	422627071154002	GW	1974-03-26			2.32					D	2	U	S	A
USGS	422627071154002	GW	1974-04-30			2.65					D	2	U	S	A
USGS	422627071154002	GW	1974-05-24			2.77					D	2	U	S	A
USGS	422627071154002	GW	1974-06-25			3.1					D	1	U	S	A
USGS	422627071154002	GW	1974-07-25			3.55					D	2	U	S	A
USGS	422627071154002	GW	1974-08-26			4					D	0	U	S	A
USGS	422627071154002	GW	1974-09-23			3.12					D	2	U	S	A
USGS	422627071154002	GW	1974-10-25			3.01					D	2	U	S	A
USGS	422627071154002	GW	1974-11-22			3.02					D	2	U	S	A
USGS	422627071154002	GW	1974-12-24			2.68					D	2	U	S	A
USGS	422627071154002	GW	1975-01-27			2.25					D	2	U	S	A
USGS	422627071154002	GW	1975-02-24			2.15					D	2	U	S	A
USGS	422627071154002	GW	1975-03-28			2.27					D	2	U	S	A
USGS	422627071154002	GW	1975-04-24			2.72					D	2	U	S	A
USGS	422627071154002	GW	1975-05-23			3.03					D	2	U	S	A
USGS	422627071154002	GW	1975-06-24			3.34					D	2	U	S	A
USGS	422627071154002	GW	1975-07-22			3.36					D	2	U	S	A
USGS	422627071154002	GW	1975-08-26			4.35					D	2	U	S	A
USGS	422627071154002	GW	1975-09-26			2.29					D	2	U	S	A
USGS	422627071154002	GW	1975-10-28			2.43					D	2	U	S	A
USGS	422627071154002	GW	1975-11-28			1.98					D	2	U	S	A
USGS	422627071154002	GW	1975-12-24			2.15					D	2	U	S	A
USGS	422627071154002	GW	1976-01-30			2.6					D	1	U	S	A
USGS	422627071154002	GW	1976-02-24			2.1					D	1	U	S	A
USGS	422627071154002	GW	1976-03-25			2.12					D	2	U	S	A
USGS	422627071154002	GW	1976-04-27			2.5					D	1	U	S	A
USGS	422627071154002	GW	1976-05-28			2.91					D	2	U	S	A
USGS	422627071154002	GW	1976-06-25			3.49					D	2	U	S	A
USGS	422627071154002	GW	1976-07-28			3.57					D	2	U	S	A
USGS	422627071154002	GW	1976-08-27			3.23					D	2	U	S	A
USGS	422627071154002	GW	1976-09-23			3.24					D	2	U	S	A
USGS	422627071154002	GW	1976-10-27			2.89					D	2	U	S	A
USGS	422627071154002	GW	1976-11-29			3.17					D	2	U	S	A
USGS	422627071154002	GW	1976-12-28			3.08					D	2	U	S	A
USGS	422627071154002	GW	1977-01-27			2.98					D	2	U	S	A
USGS	422627071154002	GW	1977-02-25			1.88					D	2	U	S	A
USGS	422627071154002	GW	1977-03-30			1.46					D	2	U	S	A
USGS	422627071154002	GW	1977-04-28			1.86					D	2	U	S	A
USGS	422627071154002	GW	1977-05-26			2.45					D	2	U	S	A
USGS	422627071154002	GW	1977-06-28			3.03					D	2	U	S	A
USGS	422627071154002	GW	1977-07-27			3.38					D	2	U	S	A
USGS	422627071154002	GW	1977-08-25			3.33					D	2	U	S	A
USGS	422627071154002	GW	1977-09-29			2.69					D	2	U	S	A
USGS	422627071154002	GW	1977-10-26			2.58					D	2	U	S	A
USGS	422627071154002	GW	1977-11-29			2.64					D	2	U	S	A
USGS	422627071154002	GW	1977-12-29			1.97					D	2	U	S	A
USGS	422627071154002	GW	1978-01-27			1.44					D	2	U	S	A
USGS	422627071154002	GW	1978-02-27			2.7					D	1	U	S	A
USGS	422627071154002	GW	1978-03-22			1.53					D	2	U	S	A
USGS	422627071154002	GW	1978-04-27			2.32					D	2	U	S	A
USGS	422627071154002	GW	1978-05-26			2.39					D	2	U	S	A
USGS	422627071154002	GW	1978-06-30			3.33					D	2	U	S	A
USGS	422627071154002	GW	1978-07-26			3.52					D	2	U	S	A
USGS	422627071154002	GW	1978-08-29			3.32					D	2	U	S	A
USGS	422627071154002	GW	1978-09-26			3.6					D	1	U	S	A
USGS	422627071154002	GW	1978-10-27			3.20					D	2	U	S	A
USGS	422627071154002	GW	1978-11-27			3.13					D	2	U	S	A
USGS	422627071154002	GW	1978-12-26			2.37					D	2	U	S	A
USGS	422627071154002	GW	1979-01-29			1.69					D	2	U	S	A
USGS	422627071154002	GW	1979-02-27			2.50					D	2	U	S	A
USGS	422627071154002	GW	1979-03-28			2.48					D	2	U	S	A
USGS	422627071154002	GW	1979-04-26			2.56					D	2	U	S	A
USGS	422627071154002	GW	1979-05-30			2.53					D	2	U	S	A
USGS	422627071154002	GW	1979-06-27			3.09					D	2	U	S	A
USGS	422627071154002	GW	1979-07-27			3.25					D	2	U	S	A
USGS	422627071154002	GW	1979-08-30			2.95					D	2	U	S	A
USGS	422627071154002	GW	1979-09-24			3.04					D	2	U	S	A
USGS	422627071154002	GW	1979-10-23			2.86					D	2	U	S	A
USGS	422627071154002	GW	1979-11-26			2.68					D	2	U	S	A
USGS	422627071154002	GW	1979-12-27			2.75					D	2	U	S	A
USGS	422627071154002	GW	1980-01-24			2.78					D	2	U	S	A
USGS	422627071154002	GW	1980-02-25			2.80					D	2	U	S	A
USGS	422627071154002	GW	1980-03-24			1.78					D	2	U	S	A
USGS	422627071154002	GW	1980-04-23			2.18					D	2	U	S	A
USGS	422627071154002	GW	1980-05-21			1.90					D	2	U	S	A
USGS	422627071154002	GW	1980-06-24			3.14					D	2	U	S	A
USGS	422627071154002	GW	1980-07-21			3.42					D	2	U	S	A
USGS	422627071154002	GW	1980-08-25			3.28					D	2	U	S	A
USGS	422627071154002	GW	1980-09-22			3.42					D	2	U	S	A
USGS	422627071154002	GW	1980-10-23			3.16					D	2	U	S	A
USGS	422627071154002	GW	1980-11-21			2.84					D	2	U	S	A
USGS	422627071154002	GW	1981-01-22			3.04					D	2	U	S	A
USGS	422627071154002	GW	1981-02-23			2.27					D	2	U	S	A
USGS	422627071154002	GW	1981-03-23			2.52					D	2	U	S	A
USGS	422627071154002	GW	1981-04-23			2.64					D	2	U	S	A
USGS	422627071154002	GW	1981-05-21			2.76					D	2	U	S	A
USGS	422627071154002	GW	1981-06-22			3.03					D	2	U	S	A
USGS	422627071154002	GW	1981-07-23			2.73					D	2	U	S	A
USGS	422627071154002	GW	1981-08-25			3.29					D	2	U	S	A
USGS	422627071154002	GW	1981-09-23			2.73					D	2	U	S	A
USGS	422627071154002	GW	1981-10-27			2.59					D	2	U	S	A
USGS	422627071154002	GW	1981-11-23			2.25					D	2	U	S	A
USGS	422627071154002	GW	1981-12-24			2.16					D	2	U	S	A
USGS	422627071154002	GW	1982-01-22			2.46					D	2	U	S	A
USGS	422627071154002	GW	1982-02-23			2.33					D	2	U	S	A
USGS	422627071154002	GW	1982-03-26			2.23					D	2	U	S	A
USGS	422627071154002	GW	1982-04-22			2.28					D	2	U	S	A
USGS	422627071154002	GW	1982-05-24			2.66					D	2	U	S	A
USGS	422627071154002	GW	1982-06-25			2.14					D	2	U	S	A
USGS	422627071154002	GW	1982-07-23			2.55					D	2	U	S	A
USGS	422627071154002	GW	1982-08-24			3.10					D	2	U	S	A
USGS	422627071154002	GW	1982-09-27			3.08					D	2	U	S	A
USGS	422627071154002	GW	1982-10-21			2.95					D	2	U	S	A
USGS	422627071154002	GW	1982-11-23			2.72					D	2	U	S	A
USGS	422627071154002	GW	1982-12-22			2.97					D	2	U	S	A
USGS	422627071154002	GW	1983-02-28			1.96					D	2	U	S	A
USGS	422627071154002	GW	1983-03-23			1.55					D	2	U	S	A
USGS	422627071154002	GW	1983-04-21			1.93					D	2	U	S	A
USGS	422627071154002	GW	1983-05-24			2.42					D	2	U	S	A
USGS	422627071154002	GW	1983-06-22			3.00					D	2	U	S	A
USGS	422627071154002	GW	1983-07-22			3.40					D	2	U	S	A
USGS	422627071154002	GW	1983-08-24			3.73					D	2	U	S	A
USGS	422627071154002	GW	1983-09-22			3.28					D	2	U	S	A
USGS	422627071154002	GW	1983-10-21			3.21					D	2	U	S	A
USGS	422627071154002	GW	1983-11-21			2.45					D	2	U	S	A
USGS	422627071154002	GW	1983-12-21			2.12					D	2	U	S	A
USGS	422627071154002	GW	1984-01-23			2.58					D	2	U	S	A
USGS	422627071154002	GW	1984-02-22			1.75					D	2	U	S	A
USGS	422627071154002	GW	1984-03-20			1.22					D	2	U	S	A
USGS	422627071154002	GW	1984-04-04			1.34					D	2	U	S	A
USGS	422627071154002	GW	1984-04-21			1.72					D	2	U	S	A
USGS	422627071154002	GW	1984-05-22			2.40					D	2	U	S	A
USGS	422627071154002	GW	1984-06-22			2.61					D	2	U	S	A
USGS	422627071154002	GW	1984-07-20			2.87					D	2	U	S	A
USGS	422627071154002	GW	1984-08-14			3.20					D	2	U	S	A
USGS	422627071154002	GW	1984-08-22			3.03					D	2	U	S	A
USGS	422627071154002	GW	1984-09-18			3.19					D	2	U	S	A
USGS	422627071154002	GW	1984-09-24			3.33					D	2	U	S	A
USGS	422627071154002	GW	1984-10-22			3.14					D	2	U	S	A
USGS	422627071154002	GW	1984-11-21			2.87					D	2	U	S	A
USGS	422627071154002	GW	1984-12-26			2.47					D	2	U	S	A
USGS	422627071154002	GW	1985-01-21			2.84					D	2	U	S	A
USGS	422627071154002	GW	1985-02-21			2.60					D	2	U	S	A
USGS	422627071154002	GW	1985-03-26			2.56					D	2	U	S	A
USGS	422627071154002	GW	1985-04-22			2.67					D	2	U	S	A
USGS	422627071154002	GW	1985-05-23			2.70					D	2	U	S	A
USGS	422627071154002	GW	1985-06-24			2.96					D	2	U	S	A
USGS	422627071154002	GW	1985-07-22			3.15					D	2	U	S	A
USGS	422627071154002	GW	1985-08-20			3.22					D	2	U	S	A
USGS	422627071154002	GW	1985-09-23			3.04					D	2	U	S	A
USGS	422627071154002	GW	1985-10-22			2.82					D	2	U	S	A
USGS	422627071154002	GW	1985-11-21			2.26					D	2	U	S	A
USGS	422627071154002	GW	1985-12-24			2.53					D	2	U	S	A
USGS	422627071154002	GW	1986-01-21			2.46					D	2	U	S	A
USGS	422627071154002	GW	1986-02-24			2.00					D	2	U	U	A
USGS	422627071154002	GW	1986-03-24			2.05					D	2	U	U	A
USGS	422627071154002	GW	1986-04-22			2.58					D	2	U	U	A
USGS	422627071154002	GW	1986-05-21			2.82					D	2	U	U	A
USGS	422627071154002	GW	1986-06-26			2.69					D	2	U	U	A
USGS	422627071154002	GW	1986-07-22			2.92					D	2	U	U	A
USGS	422627071154002	GW	1986-08-21			2.92					D	2	U	U	A
USGS	422627071154002	GW	1986-09-24			3.15					D	2	U	U	A
USGS	422627071154002	GW	1986-10-22			3.10					D	2	U	U	A
USGS	422627071154002	GW	1986-11-24			2.20					D	2	U	U	A
USGS	422627071154002	GW	1986-12-22			1.74					D	2	U	U	A
USGS	422627071154002	GW	1987-01-21			2.03					D	2	U	U	A
USGS	422627071154002	GW	1987-02-23			2.38					D	2	U	U	A
USGS	422627071154002	GW	1987-03-25			1.97					D	2	U	U	A
USGS	422627071154002	GW	1987-04-23			1.81					D	2	U	U	A
USGS	422627071154002	GW	1987-05-21			2.35					D	2	U	U	A
USGS	422627071154002	GW	1987-06-22			2.88					D	2	U	U	A
USGS	422627071154002	GW	1987-07-22			3.39					D	2	U	U	A
USGS	422627071154002	GW	1987-08-21			3.55					D	2	U	U	A
USGS	422627071154002	GW	1987-09-22			2.35					D	2	U	U	A
USGS	422627071154002	GW	1987-10-22			3.29					D	2	U	U	A
USGS	422627071154002	GW	1987-11-24			2.59					D	2	U	U	A
USGS	422627071154002	GW	1987-12-22			2.38					D	2	U	U	A
USGS	422627071154002	GW	1988-01-22			2.40					D	2	U	U	A
USGS	422627071154002	GW	1988-02-24			1.74					D	2	U	U	A
USGS	422627071154002	GW	1988-03-23			2.25					D	2	U	U	A
USGS	422627071154002	GW	1988-04-25			2.53					D	2	U	U	A
USGS	422627071154002	GW	1988-05-26			1.72					D	2	U	U	A
USGS	422627071154002	GW	1988-06-21			3.01					D	2	U	U	A
USGS	422627071154002	GW	1988-07-22			2.89					D	2	U	U	A
USGS	422627071154002	GW	1988-08-25			3.22					D	2	U	U	A
USGS	422627071154002	GW	1988-09-21			3.47					D	2	U	U	A
USGS	422627071154002	GW	1988-10-24			3.04					D	2	U	U	A
USGS	422627071154002	GW	1988-11-22			2.30					D	2	U	U	A
USGS	422627071154002	GW	1988-12-22			2.98					D	2	U	U	A
USGS	422627071154002	GW	1989-01-20			2.78					D	2	U	U	A
USGS	422627071154002	GW	1989-02-22			2.36					D	2	U	U	A
USGS	422627071154002	GW	1989-03-22			2.33					D	2	U	U	A
USGS	422627071154002	GW	1989-04-24			2.01					D	2	U	U	A
USGS	422627071154002	GW	1989-05-24			2.30					D	2	U	U	A
USGS	422627071154002	GW	1989-06-22			2.56					D	2	U	U	A
USGS	422627071154002	GW	1989-07-24			3.01					D	2	U	U	A
USGS	422627071154002	GW	1989-08-23			3.05					D	2	U	U	A
USGS	422627071154002	GW	1989-09-21			2.72					D	2	U	U	A
USGS	422627071154002	GW	1989-10-24			2.28					D	2	U	U	A
USGS	422627071154002	GW	1989-11-21			2.22					D	2	U	U	A
USGS	422627071154002	GW	1989-12-21			2.79					D	2	U	U	A
USGS	422627071154002	GW	1990-01-25			2.56					D	2	U	U	A
USGS	422627071154002	GW	1990-02-22			1.88					D	2	U	U	A
USGS	422627071154002	GW	1990-03-22			2.06					D	2	U	U	A
USGS	422627071154002	GW	1990-04-24			2.17					D	2	U	U	A
USGS	422627071154002	GW	1990-05-22			1.86					D	2	U	U	A
USGS	422627071154002	GW	1990-06-22			2.01					D	2	U	U	A
USGS	422627071154002	GW	1990-07-24			2.87					D	2	U	U	A
USGS	422627071154002	GW	1990-08-23			3.00					D	2	U	U	A
USGS	422627071154002	GW	1990-09-27			3.14					D	2	U	U	A
USGS	422627071154002	GW	1990-10-26			2.15					D	2	U	U	A
USGS	422627071154002	GW	1990-11-26			2.59					D	2	U	U	A
USGS	422627071154002	GW	1990-12-26			2.35					D	2	U	U	A
USGS	422627071154002	GW	1991-01-23			2.12					D	2	U	U	A
USGS	422627071154002	GW	1991-02-25			2.08					D	2	U	U	A
USGS	422627071154002	GW	1991-03-26			1.97					D	2	U	U	A
USGS	422627071154002	GW	1991-04-25			2.05					D	2	U	U	A
USGS	422627071154002	GW	1991-05-29			2.61					D	2	U	U	A
USGS	422627071154002	GW	1991-06-27			3.14					D	2	U	U	A
USGS	422627071154002	GW	1991-07-30			3.33					D	2	U	U	A
USGS	422627071154002	GW	1991-08-28			2.93					D	2	U	U	A
USGS	422627071154002	GW	1991-09-26			1.58					D	2	U	U	A
USGS	422627071154002	GW	1991-10-29			2.69					D	2	U	U	A
USGS	422627071154002	GW	1991-11-25			1.41					D	2	U	U	A
USGS	422627071154002	GW	1991-12-23			1.42					D	2	U	U	A
USGS	422627071154002	GW	1992-01-30			2.22					D	2	U	U	A
USGS	422627071154002	GW	1992-02-21			2.22					D	2	U	U	A
