# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-06-30 20:25:11 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 423401071093801 MA-XMW   78 WILMINGTON, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 423401071093801
#    DD parameter statistic   Description
#    01   72019     00003     Depth to water level, feet below land surface (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	01_72019_00003	01_72019_00003_cd
USGS	423401071093801	1985-03-09	8.53	A
USGS	423401071093801	1985-03-10	8.50	A
USGS	423401071093801	1985-03-11	8.47	A
USGS	423401071093801	1985-03-12	8.41	A
USGS	423401071093801	1985-03-13	8.30	A
USGS	423401071093801	1985-03-14	8.21	A
USGS	423401071093801	1985-03-15	8.12	A
USGS	423401071093801	1985-03-16	8.05	A
USGS	423401071093801	1985-03-17	7.99	A
USGS	423401071093801	1985-03-18	7.94	A
USGS	423401071093801	1985-03-19	7.92	A
USGS	423401071093801	1985-03-20	7.90	A
USGS	423401071093801	1985-03-21	7.90	A
USGS	423401071093801	1985-03-22	7.90	A
USGS	423401071093801	1985-03-23	7.89	A
USGS	423401071093801	1985-03-24	7.91	A
USGS	423401071093801	1985-03-25	7.95	A
USGS	423401071093801	1985-03-26	7.98	A
USGS	423401071093801	1985-03-27	8.00	A
USGS	423401071093801	1985-03-28	8.02	A
USGS	423401071093801	1985-03-29	8.06	A
USGS	423401071093801	1985-03-30	8.10	A
USGS	423401071093801	1985-03-31	8.14	A
USGS	423401071093801	1985-04-01	8.14	A
USGS	423401071093801	1985-04-02	8.14	A
USGS	423401071093801	1985-04-03	8.15	A
USGS	423401071093801	1985-04-04	8.17	A
USGS	423401071093801	1985-04-05	8.19	A
USGS	423401071093801	1985-04-06	8.19	A
USGS	423401071093801	1985-04-07	8.22	A
USGS	423401071093801	1985-04-08	8.23	A
USGS	423401071093801	1985-04-09	8.20	A
USGS	423401071093801	1985-04-10	8.20	A
USGS	423401071093801	1985-04-11	8.19	A
USGS	423401071093801	1985-04-12	8.21	A
USGS	423401071093801	1985-04-13	8.23	A
USGS	423401071093801	1985-04-14	8.23	A
USGS	423401071093801	1985-04-15	8.23	A
USGS	423401071093801	1985-04-16	8.23	A
USGS	423401071093801	1985-04-17	8.26	A
USGS	423401071093801	1985-04-18	8.27	A
USGS	423401071093801	1985-04-19	8.28	A
USGS	423401071093801	1985-04-20	8.30	A
USGS	423401071093801	1985-04-21	8.32	A
USGS	423401071093801	1985-04-22	8.33	A
USGS	423401071093801	1985-04-23	8.35	A
USGS	423401071093801	1985-04-24	8.37	A
USGS	423401071093801	1985-04-25	8.37	A
USGS	423401071093801	1985-04-26	8.39	A
USGS	423401071093801	1985-04-27	8.41	A
USGS	423401071093801	1985-04-28	8.42	A
USGS	423401071093801	1985-04-29	8.45	A
USGS	423401071093801	1985-04-30	8.46	A
USGS	423401071093801	1985-05-01	8.48	A
USGS	423401071093801	1985-05-02	8.51	A
USGS	423401071093801	1985-05-03	8.49	A
USGS	423401071093801	1985-05-04	8.46	A
USGS	423401071093801	1985-05-05	8.47	A
USGS	423401071093801	1985-05-06	8.49	A
USGS	423401071093801	1985-05-07	8.46	A
USGS	423401071093801	1985-05-08	8.47	A
USGS	423401071093801	1985-05-09	8.48	A
USGS	423401071093801	1985-05-10	8.47	A
USGS	423401071093801	1985-05-11	8.48	A
USGS	423401071093801	1985-05-12	8.50	A
USGS	423401071093801	1985-05-13	8.51	A
USGS	423401071093801	1985-05-14	8.53	A
USGS	423401071093801	1985-05-15	8.54	A
USGS	423401071093801	1985-05-16	8.55	A
USGS	423401071093801	1985-05-17	8.56	A
USGS	423401071093801	1985-05-18	8.57	A
USGS	423401071093801	1985-05-19	8.59	A
USGS	423401071093801	1985-05-20	8.60	A
USGS	423401071093801	1985-05-21	8.62	A
USGS	423401071093801	1985-05-22	8.62	A
USGS	423401071093801	1985-05-23	8.63	A
USGS	423401071093801	1985-05-24	8.64	A
USGS	423401071093801	1985-05-25	8.64	A
USGS	423401071093801	1985-05-26	8.66	A
USGS	423401071093801	1985-05-27	8.67	A
USGS	423401071093801	1985-05-28	8.69	A
USGS	423401071093801	1985-05-29	8.69	A
USGS	423401071093801	1985-05-30	8.69	A
USGS	423401071093801	1985-05-31	8.70	A
USGS	423401071093801	1985-06-01	8.71	A
USGS	423401071093801	1985-06-02	8.72	A
USGS	423401071093801	1985-06-03	8.73	A
USGS	423401071093801	1985-06-04	8.75	A
USGS	423401071093801	1985-06-05	8.76	A
USGS	423401071093801	1985-06-06	8.77	A
USGS	423401071093801	1985-06-07	8.78	A
USGS	423401071093801	1985-06-08	8.79	A
USGS	423401071093801	1985-06-09	8.81	A
USGS	423401071093801	1985-06-10	8.82	A
USGS	423401071093801	1985-06-11	8.84	A
USGS	423401071093801	1985-06-12	8.85	A
USGS	423401071093801	1985-06-13	8.86	A
USGS	423401071093801	1985-06-14	8.87	A
USGS	423401071093801	1985-06-15	8.89	A
USGS	423401071093801	1985-06-16	8.90	A
USGS	423401071093801	1985-06-17	8.86	A
USGS	423401071093801	1985-06-18	8.86	A
USGS	423401071093801	1985-06-19	8.89	A
USGS	423401071093801	1985-06-20	8.91	A
USGS	423401071093801	1985-06-21	8.93	A
USGS	423401071093801	1985-06-22	8.94	A
USGS	423401071093801	1985-06-23	8.95	A
USGS	423401071093801	1985-06-24	8.97	A
USGS	423401071093801	1985-06-25	8.98	A
USGS	423401071093801	1985-06-26	8.99	A
USGS	423401071093801	1985-06-27	9.00	A
USGS	423401071093801	1985-06-28	8.97	A
USGS	423401071093801	1985-06-29	8.92	A
USGS	423401071093801	1985-06-30	8.92	A
USGS	423401071093801	1985-07-01	8.92	A
USGS	423401071093801	1985-07-02	8.92	A
USGS	423401071093801	1985-07-03	8.92	A
USGS	423401071093801	1985-07-04	8.91	A
USGS	423401071093801	1985-07-05	8.93	A
USGS	423401071093801	1985-07-06	8.94	A
USGS	423401071093801	1985-07-07	8.97	A
USGS	423401071093801	1985-07-08	8.99	A
USGS	423401071093801	1985-07-09	9.00	A
USGS	423401071093801	1985-07-10	9.01	A
USGS	423401071093801	1985-07-11	8.98	A
USGS	423401071093801	1985-07-12	9.02	A
USGS	423401071093801	1985-07-13	9.03	A
USGS	423401071093801	1985-07-14	9.03	A
USGS	423401071093801	1985-07-15	9.04	A
USGS	423401071093801	1985-07-16	9.03	A
USGS	423401071093801	1985-07-17	9.04	A
USGS	423401071093801	1985-07-18	9.05	A
USGS	423401071093801	1985-07-19	9.06	A
USGS	423401071093801	1985-07-20	9.07	A
USGS	423401071093801	1985-07-21	9.09	A
USGS	423401071093801	1985-07-22	9.09	A
USGS	423401071093801	1985-07-23	9.10	A
USGS	423401071093801	1985-07-24	9.12	A
USGS	423401071093801	1985-07-25	9.14	A
USGS	423401071093801	1985-07-26	9.12	A
USGS	423401071093801	1985-07-27	8.81	A
USGS	423401071093801	1985-07-28	8.90	A
USGS	423401071093801	1985-07-29	8.91	A
USGS	423401071093801	1985-07-30	8.92	A
USGS	423401071093801	1985-07-31	8.93	A
USGS	423401071093801	1985-08-01	8.70	A
USGS	423401071093801	1985-08-02	8.72	A
USGS	423401071093801	1985-08-03	8.71	A
USGS	423401071093801	1985-08-04	8.69	A
USGS	423401071093801	1985-08-05	8.68	A
USGS	423401071093801	1985-08-06	8.68	A
USGS	423401071093801	1985-08-07	8.67	A
USGS	423401071093801	1985-08-08	8.68	A
USGS	423401071093801	1985-08-09	8.71	A
USGS	423401071093801	1985-08-10	8.74	A
USGS	423401071093801	1985-08-11	8.78	A
USGS	423401071093801	1985-08-12	8.82	A
USGS	423401071093801	1985-08-13	8.86	A
USGS	423401071093801	1985-08-14	8.89	A
USGS	423401071093801	1985-08-15	8.92	A
USGS	423401071093801	1985-08-16	8.95	A
USGS	423401071093801	1985-08-17	8.98	A
USGS	423401071093801	1985-08-18	9.01	A
USGS	423401071093801	1985-08-19	9.03	A
USGS	423401071093801	1985-08-20	9.06	A
USGS	423401071093801	1985-08-21	9.08	A
USGS	423401071093801	1985-08-22	9.11	A
USGS	423401071093801	1985-08-23	9.13	A
USGS	423401071093801	1985-08-24	9.16	A
USGS	423401071093801	1985-08-25	9.17	A
USGS	423401071093801	1985-08-26	9.14	A
USGS	423401071093801	1985-08-27	9.12	A
USGS	423401071093801	1985-08-28	9.15	A
USGS	423401071093801	1985-08-29	9.18	A
USGS	423401071093801	1985-08-30	9.04	A
USGS	423401071093801	1985-08-31	8.67	A
USGS	423401071093801	1985-09-01	8.70	A
USGS	423401071093801	1985-09-02	8.67	A
USGS	423401071093801	1985-09-03	8.64	A
USGS	423401071093801	1985-09-04	8.61	A
USGS	423401071093801	1985-09-05	8.60	A
USGS	423401071093801	1985-09-06	8.56	A
USGS	423401071093801	1985-09-07	8.48	A
USGS	423401071093801	1985-09-08	8.45	A
USGS	423401071093801	1985-09-09	8.44	A
USGS	423401071093801	1985-09-10	8.40	A
USGS	423401071093801	1985-09-11	8.36	A
USGS	423401071093801	1985-09-12	8.33	A
USGS	423401071093801	1985-09-13	8.30	A
USGS	423401071093801	1985-09-14	8.29	A
USGS	423401071093801	1985-09-15	8.28	A
USGS	423401071093801	1985-09-16	8.29	A
USGS	423401071093801	1985-09-17	8.31	A
USGS	423401071093801	1985-09-18	8.35	A
USGS	423401071093801	1985-09-19	8.37	A
USGS	423401071093801	1985-09-20	8.41	A
USGS	423401071093801	1985-09-21	8.45	A
USGS	423401071093801	1985-09-22	8.50	A
USGS	423401071093801	1985-09-23	8.53	A
USGS	423401071093801	1985-09-24	8.56	A
USGS	423401071093801	1985-09-25	8.56	A
USGS	423401071093801	1985-09-26	8.59	A
USGS	423401071093801	1985-09-27	8.59	A
USGS	423401071093801	1985-09-28	8.61	A
USGS	423401071093801	1985-09-29	8.63	A
USGS	423401071093801	1985-09-30	8.65	A
USGS	423401071093801	1985-10-01	8.68	A
USGS	423401071093801	1985-10-02	8.69	A
USGS	423401071093801	1985-10-03	8.71	A
USGS	423401071093801	1985-10-04	8.73	A
USGS	423401071093801	1985-10-05	8.62	A
USGS	423401071093801	1985-10-06	8.51	A
USGS	423401071093801	1985-10-07	8.52	A
USGS	423401071093801	1985-10-08	8.52	A
USGS	423401071093801	1985-10-09	8.50	A
USGS	423401071093801	1985-10-10	8.49	A
USGS	423401071093801	1985-10-11	8.49	A
USGS	423401071093801	1985-10-12	8.50	A
USGS	423401071093801	1985-10-13	8.51	A
USGS	423401071093801	1985-10-14	8.52	A
USGS	423401071093801	1985-10-15	8.54	A
USGS	423401071093801	1985-10-16	8.56	A
USGS	423401071093801	1985-10-17	8.59	A
USGS	423401071093801	1985-10-18	8.61	A
USGS	423401071093801	1985-10-19	8.62	A
USGS	423401071093801	1985-10-20	8.64	A
USGS	423401071093801	1985-10-21	8.66	A
USGS	423401071093801	1985-10-22	8.68	A
USGS	423401071093801	1985-10-23	8.70	A
USGS	423401071093801	1985-10-24	8.71	A
USGS	423401071093801	1985-10-25	8.70	A
USGS	423401071093801	1985-10-26	8.73	A
USGS	423401071093801	1985-10-27	8.74	A
USGS	423401071093801	1985-10-28	8.76	A
USGS	423401071093801	1985-10-29	8.78	A
USGS	423401071093801	1985-10-30	8.79	A
USGS	423401071093801	1985-10-31	8.80	A
USGS	423401071093801	1985-11-01	8.82	A
USGS	423401071093801	1985-11-02	8.83	A
USGS	423401071093801	1985-11-03	8.85	A
USGS	423401071093801	1985-11-04	8.86	A
USGS	423401071093801	1985-11-05	8.61	A
USGS	423401071093801	1985-11-06	8.25	A
USGS	423401071093801	1985-11-07	8.24	A
USGS	423401071093801	1985-11-08	8.12	A
USGS	423401071093801	1985-11-09	8.01	A
USGS	423401071093801	1985-11-10	7.91	A
USGS	423401071093801	1985-11-11	7.83	A
USGS	423401071093801	1985-11-12	7.75	A
USGS	423401071093801	1985-11-13	7.64	A
USGS	423401071093801	1985-11-14	7.56	A
USGS	423401071093801	1985-11-15	7.47	A
USGS	423401071093801	1985-11-16	7.39	A
USGS	423401071093801	1985-11-17	7.27	A
USGS	423401071093801	1985-11-18	7.15	A
USGS	423401071093801	1985-11-19	7.05	A
USGS	423401071093801	1985-11-20	6.96	A
USGS	423401071093801	1985-11-21	6.92	A
USGS	423401071093801	1985-11-22	6.89	A
USGS	423401071093801	1985-11-23	6.90	A
USGS	423401071093801	1985-11-24	6.92	A
USGS	423401071093801	1985-11-25	6.97	A
USGS	423401071093801	1985-11-26	6.98	A
USGS	423401071093801	1985-11-27	7.02	A
USGS	423401071093801	1985-11-28	7.07	A
USGS	423401071093801	1985-11-29	7.12	A
USGS	423401071093801	1985-11-30	7.15	A
USGS	423401071093801	1985-12-01	7.16	A
USGS	423401071093801	1985-12-02	7.09	A
USGS	423401071093801	1985-12-03	7.09	A
USGS	423401071093801	1985-12-04	7.07	A
USGS	423401071093801	1985-12-05	7.05	A
USGS	423401071093801	1985-12-06	7.05	A
USGS	423401071093801	1985-12-07	7.10	A
USGS	423401071093801	1985-12-08	7.14	A
USGS	423401071093801	1985-12-09	7.19	A
USGS	423401071093801	1985-12-10	7.24	A
USGS	423401071093801	1985-12-11	7.27	A
USGS	423401071093801	1985-12-12	7.30	A
USGS	423401071093801	1985-12-13	7.32	A
USGS	423401071093801	1985-12-14	7.27	A
USGS	423401071093801	1985-12-15	7.30	A
USGS	423401071093801	1985-12-16	7.30	A
USGS	423401071093801	1985-12-17	7.32	A
USGS	423401071093801	1985-12-18	7.35	A
USGS	423401071093801	1985-12-19	7.39	A
USGS	423401071093801	1985-12-20	7.41	A
USGS	423401071093801	1985-12-21	7.43	A
USGS	423401071093801	1985-12-22	7.46	A
USGS	423401071093801	1985-12-23	7.49	A
USGS	423401071093801	1985-12-24	7.52	A
USGS	423401071093801	1985-12-25	7.56	A
USGS	423401071093801	1985-12-26	7.60	A
USGS	423401071093801	1985-12-27	7.63	A
USGS	423401071093801	1985-12-28	7.67	A
USGS	423401071093801	1985-12-29	7.70	A
USGS	423401071093801	1985-12-30	7.75	A
USGS	423401071093801	1985-12-31	7.78	A
USGS	423401071093801	1986-01-01	7.82	A
USGS	423401071093801	1986-01-02	7.86	A
USGS	423401071093801	1986-01-03	7.78	A
USGS	423401071093801	1986-01-04	7.79	A
USGS	423401071093801	1986-01-05	7.84	A
USGS	423401071093801	1986-01-06	7.89	A
USGS	423401071093801	1986-01-07	7.93	A
USGS	423401071093801	1986-01-08	7.97	A
USGS	423401071093801	1986-01-09	8.00	A
USGS	423401071093801	1986-01-10	8.03	A
USGS	423401071093801	1986-01-11	8.06	A
USGS	423401071093801	1986-01-12	8.08	A
USGS	423401071093801	1986-01-13	8.11	A
USGS	423401071093801	1986-01-14	8.14	A
USGS	423401071093801	1986-01-15	8.17	A
USGS	423401071093801	1986-01-16	8.20	A
USGS	423401071093801	1986-01-17	8.22	A
USGS	423401071093801	1986-01-18	8.24	A
USGS	423401071093801	1986-01-19	8.21	A
USGS	423401071093801	1986-01-20	7.94	A
USGS	423401071093801	1986-01-21	7.99	A
USGS	423401071093801	1986-01-22	8.02	A
USGS	423401071093801	1986-01-23	8.06	A
USGS	423401071093801	1986-01-24	8.10	A
USGS	423401071093801	1986-01-25	8.13	A
USGS	423401071093801	1986-01-26	8.02	A
USGS	423401071093801	1986-01-27	7.43	A
USGS	423401071093801	1986-01-28	7.61	A
USGS	423401071093801	1986-01-29	7.58	A
USGS	423401071093801	1986-01-30	7.55	A
USGS	423401071093801	1986-01-31	7.54	A
USGS	423401071093801	1986-02-01	7.55	A
USGS	423401071093801	1986-02-02	7.54	A
USGS	423401071093801	1986-02-03	7.58	A
USGS	423401071093801	1986-02-04	7.60	A
USGS	423401071093801	1986-02-05	7.61	A
USGS	423401071093801	1986-02-06	7.67	A
USGS	423401071093801	1986-02-07	7.70	A
USGS	423401071093801	1986-02-08	7.73	A
USGS	423401071093801	1986-02-09	7.77	A
USGS	423401071093801	1986-02-10	7.80	A
USGS	423401071093801	1986-02-11	7.83	A
USGS	423401071093801	1986-02-12	7.86	A
USGS	423401071093801	1986-02-13	7.90	A
USGS	423401071093801	1986-02-14	7.93	A
USGS	423401071093801	1986-02-15	7.96	A
USGS	423401071093801	1986-02-16	7.99	A
USGS	423401071093801	1986-02-17	8.02	A
USGS	423401071093801	1986-02-18	8.03	A
USGS	423401071093801	1986-02-19	7.99	A
USGS	423401071093801	1986-02-20	8.00	A
USGS	423401071093801	1986-02-21	7.90	A
USGS	423401071093801	1986-02-22	7.62	A
USGS	423401071093801	1986-02-23	7.68	A
USGS	423401071093801	1986-02-24	7.72	A
USGS	423401071093801	1986-02-25	7.73	A
USGS	423401071093801	1986-02-26	7.75	A
USGS	423401071093801	1986-02-27	7.78	A
USGS	423401071093801	1986-02-28	7.82	A
USGS	423401071093801	1986-03-01	7.85	A
USGS	423401071093801	1986-03-02	7.87	A
USGS	423401071093801	1986-03-03	7.90	A
USGS	423401071093801	1986-03-04	7.93	A
USGS	423401071093801	1986-03-05	7.89	A
USGS	423401071093801	1986-03-06	7.86	A
USGS	423401071093801	1986-03-07	7.87	A
USGS	423401071093801	1986-03-08	7.94	A
USGS	423401071093801	1986-03-09	7.97	A
USGS	423401071093801	1986-03-10	7.99	A
USGS	423401071093801	1986-03-11	7.97	A
USGS	423401071093801	1986-03-12	7.96	A
USGS	423401071093801	1986-03-13	7.95	A
USGS	423401071093801	1986-03-14	7.69	A
USGS	423401071093801	1986-03-15	7.05	A
USGS	423401071093801	1986-03-16	7.13	A
USGS	423401071093801	1986-03-17	7.10	A
USGS	423401071093801	1986-03-18	7.07	A
USGS	423401071093801	1986-03-19	7.02	A
USGS	423401071093801	1986-03-20	7.00	A
USGS	423401071093801	1986-03-21	6.99	A
USGS	423401071093801	1986-03-22	6.98	A
USGS	423401071093801	1986-03-23	6.97	A
USGS	423401071093801	1986-03-24	7.00	A
USGS	423401071093801	1986-03-25	7.04	A
USGS	423401071093801	1986-03-26	7.05	A
USGS	423401071093801	1986-03-27	7.08	A
USGS	423401071093801	1986-03-28	7.09	A
USGS	423401071093801	1986-03-29	7.08	A
USGS	423401071093801	1986-03-30	7.08	A
USGS	423401071093801	1986-03-31	7.11	A
USGS	423401071093801	1986-04-01	7.13	A
USGS	423401071093801	1986-04-02	7.15	A
USGS	423401071093801	1986-04-03	7.20	A
USGS	423401071093801	1986-04-04	7.22	A
USGS	423401071093801	1986-04-05	7.26	A
USGS	423401071093801	1986-04-06	7.28	A
USGS	423401071093801	1986-04-07	7.29	A
USGS	423401071093801	1986-04-08	7.29	A
USGS	423401071093801	1986-04-09	7.32	A
USGS	423401071093801	1986-04-10	7.34	A
USGS	423401071093801	1986-04-11	7.38	A
USGS	423401071093801	1986-04-12	7.41	A
USGS	423401071093801	1986-04-13	7.45	A
USGS	423401071093801	1986-04-14	7.48	A
USGS	423401071093801	1986-04-15	7.52	A
USGS	423401071093801	1986-04-16	7.55	A
USGS	423401071093801	1986-04-17	7.58	A
USGS	423401071093801	1986-04-18	7.61	A
USGS	423401071093801	1986-04-19	7.65	A
USGS	423401071093801	1986-04-20	7.67	A
USGS	423401071093801	1986-04-21	7.70	A
USGS	423401071093801	1986-04-22	7.73	A
USGS	423401071093801	1986-04-23	7.75	A
USGS	423401071093801	1986-04-24	7.78	A
USGS	423401071093801	1986-04-25	7.79	A
USGS	423401071093801	1986-04-26	7.79	A
USGS	423401071093801	1986-04-27	7.77	A
USGS	423401071093801	1986-04-28	7.75	A
USGS	423401071093801	1986-04-29	7.75	A
